commentID,comment_text,hate_instigation_level,hatespeech_or_not
UgwEFdPXfRsnD1XAcGZ4AaABAg,Oh Look. It&#39;s Russian Trump.,0.0,1
UgwKqMNAj5D2L0xn5lR4AaABAg,"Please send food, we are starving now.  We have only sugar to eat.",0.0,0
UgwHpzqD8MA8HWtoxBV4AaABAg,"Putin budował sobie pałac i przespał zbrojenie się Ukrainy w latach 2014-2021.Chciał  Ukrainę zaatakować, ale powstrzymał go jego sztab w 2014. Rosja przespała  rewolucję dronową .Porozumienia mińskie uśpiły Putina .Co się może wydarzyć .Rosyjscy wojskowi  mogą zabierać ze sobą ludność cywilną aby chronić  konwoje wojskowe opancerzone wozy ciężarówki oraz  czołgi  które nazwałbym złomem (żywe ludzkie tarcze).Rosjanie będą się okopywać   i  będą 2-3 bombardować miasta   i potem kilka dni przerwy potem znowu będą  bombardować i kilka dni przerwy i tak dalej  wojna potrwa 1,5 roku  a jej krwawe apogeum  nastąpi lipiec-sierpień, wrzesień-październik .Zajmowanie małych miast  a dużych obleganie. Zniszczenie gazociągów linii kanalizacyjnych, wodociągów , oczyszczalni  ścieków, supermarketów, silosów ze zbożem, tam, zakładów produkujących kombajny traktory, zakłady przemysłowe chemiczne elektrochemiczne, energetyczne walcownie, stalownie, huty stocznie porty, sklepy,muzea teatry .Przygotowanie obozów internowania, przesiedlanie ludności  w tym opornych wgłąb Rosji  ,agresywnych będą osądzać  w Rosji. Będą strzelać w nogi w czasie bontów cywilów używać gazu pieprzowego i armatek wodnych. Rosja może użyć broni muzealnej opróżnić  magazyny z bronią zdobyczną niemiecką oraz arsenał radziecki  wyprodukowany w latach 1933-1999.Aby oszukać obronę przeciwlotniczą i antyrakietową  mogą używać starych atrap  bomb  lub bomb przedwojennych np niemiecką broń zdobyczną i radzieckie pocieki z lat 40tych i 50 tych. Radziecka broń np wozy bojowe rakietnice moździerze,działa, armaty, miny, bazuki, pociski bomby strzelby karabiny starsze modele  katiusze (Tornado G  nowsza wersja ) , stara brń  antyraketowa i balistyczna, nośniki rakiet, radzieckie starsze modele samolotów i śmigłowców myśliwców, szybowców, granaty .Ściągną najemników z Afryki, Bliskiego Wschodu, Dalekiego Wschodu,Azji Centralnej,Krajów postsowieckich,Bałkanów Ameryki Lacińskiej, Serbii, Koreii Północnej 60000 ludzi, mogą powołać wszystkich rosyjskich  więźniów z aresztów i obozów karnych  w zamian za amnestię ok 250000-500000 , mniejszości rosyjskie z krajów bałtyckich ,Krymu,Naddniestrza, balkanów i Skandynawii  najemników z Hiszpanii i Francji,Mongolii i krajów postsowieckich. LORA,Kinzhal, Grad,Tornado-G, Orlan 10, Orion combat drones,  izralelskie i azjatyckie drony, MLRS, 9M133 Kornet, ZSU-23-4 Shilka, drony Posejdon, pociski Sarmata,czołgi T Armata, kopiowanie broni zdobycznej lub jej przejmowanie  i uzycie.Rosjanie zrzucą herbicydy  na pola aby nie obrodziły ,broń naplam na lasy  aby wywołać pożary lasów, żeby wykurzyć  Ukraińców, zaminują lasy szczególne od  dróg w głąb lasu   do 5 km . Cywilne drony i samoloty modele mogą  wyposażyć w ładunki wybuchowe. W ostateczności Rosja może użyć mini nukes broń termo baryczną dźwiękowa laserową  fosforową żelazny promień , powietrzno-paliwową, próżniowa,   gazy opioidalne musztardowy  lub sarin lub wąglik przenoszony w pociskach. Kamuflaż czołgów listowiem oraz  unikanie  przez czołgi  autostrad ,przejcie z rozmów analogowych na cyfrowe ,używanie szyfrów, rozpierzchnięcie wojsk po lesie,  na froncie wschodnim  będą bombardować  linie obrony Ukraińców rosyjskie Tornada G i katiusze rakietnice oraz najemnicy z czarnej Afryki i Bliskiego wschodu w tym zrzucenie na armie ukraińskie i okopy  broni fosforowej .Ogłoszenie w Rosji stanu wojennego i uruchomienie fabryk  obowiązek pracy narodu w zakładach zbrojeniowych obowiązek dostarczania dronów cywilnych i innych modeli  latających  aby je dozbroić  wyposażyć w ładunki wybuchowe i uzycie w walce , minowanie miast i okolic, lasów i pół tak może być .Możliwe  uderzenie kosmiczne  rakiet  na satelity szpiegowskie Muska lub eliminacja go przez Chiny i Rosję w przyszłości. Rosja ma legalne umowy handlowe i zbrojeniowe.Oba kraje nie dadzą się zwasalizować   z Chinami a w dobie ekspansji NATO na wschód i AUKUS na Pacyfiku  Chiny i Rosja mogą nie uznać INF i START i zbroić się w sposób nie kontrolowany w samoobronie masowa produkcja głowic nuklearnych. Duże  miasta Rosja może zrównać z ziemią w ostateczności np  zrzuci nagle   15 bomb termobarycznych na Charków, 15 bomb termobarycznych na Mariupol i 25 bomb termobarycznych  na Kijów lub na armie urakińskie na froncie wojennym lub broń fosforową. Działa ukraińskie i armaty  między budynkami, broń zakopana w lasach lub w ziemi lub  umieszczona  w mieszkaniach cywilnych i piwnicach.Cel Rosji : odciąć Ukrainę od MOrza Azowskiego iCzarnego , zniszczyć flotę   ukraińską oraz nieustanie  punktowo niszczyć  konwoje z najemnikami  zachodnimi  i zachodnią śmiercionośną bronią przybywające  nieustannie z zachodniej.Jeżeli Rosja (flota) i Bialoruś  będą ostrzeliwać ten obszar i niszczyć punktowo  konwoje dla Ukrainy to wygra.Piętą achillesową Ukrainy jest Zachodnia granica granica polsko ukraińska .Mogą zrzucić pociski z  gazem usypiającym lub drażniącym",1.0,0
UgznYWwv0ap1XQAN9ol4AaABAg,Putin is a war criminal. <br><br>Putin is a killer. <br><br>Putin is a kleptokrat and a diktator. Vladimir Putin is robbing the Russian People every Day. Vladimir Putin will be president until   2 0 7 8. <br>Vladimir Putin is a corruption presiden. <br>Russia is not a democratic country and have never been a democratic country. Vladimir Putin is one of the richest persons in the world. Vladimir Putin is a war criminal. Russia is not a democratic country and have never been a democratic country. Russia needs something better than this Vladimir Putin. Russia has no democratic tradisjonsjons. Russia needs strong democratic insttutions. Human rights in Russia now. Let us pray for Aleksander Navalny. Let us pray for Ukraina.,1.0,1
UgxcZQP4hVmyd0jHMBF4AaABAg,Putin vs the NWO of corporate gangsters,0.0,0
UgxKFn1y3pu9GG1R0ah4AaABAg,"Putin wearing a winter hat can be seen from 1.00 to 1.03 in this video and he&#39;s younger in this sequence.  Most of the images, apart from Putin&#39;s speech, are from the celebration of the annexation 8 years ago. Everyone who looks at this video should understand that the mood and spirit in Moscow today is not like it was 8 years ago. No such event could attract an audience of 100.000 in the stadium and just as many outside. Putin speaks to a smaller crowd of people, but the huge crowd is from the Crimea celebration 8 years ago.",0.0,0
UgxnH_NmyYakip48CFl4AaABAg,"Putin&#39;s jacket in that speech looks like an import from Europe; a chic luxury jacket worth almost 12,000 Euros from Loro Piana in Italy. Ironic, isn&#39;t it? A tailor sees everything, Mr. Putin. :-)",0.0,0
Ugya9GAaFvrVkV3YEjd4AaABAg,"Putin,You poor deluded fool.<br>You&#39;re nothing but a uncivilized war maniac who still wants to play human chess like a baby.",0.875,1
UgxWSk0hvOxktok1qeR4AaABAg,The Mad Czar a  danger to all mankind,1.0,0
UgwziDpZ0kDHsQrUBAB4AaABAg,"The best President Vladimir Vladimirovich Putin❤❤❤❤❤God bless you🙏 I am proud of you💪✊✊Glory to Russia,🤍💙❤ Glory to our veterans🙏❤Glory to our heroes, our defenders❤                      Fascism must be destroyed so that there is no shame in front of grandfathers.",0.0,0
Ugy_0ZwylNbMiVcr1jR4AaABAg,They got a Muslim woman lying live on CNN? It&#39;s forbidden in Islam to lie.,1.0,0
Ugx5d5rTOlpIbgKkwvJ4AaABAg,"What gives you the right to say &quot;Russian propaganda machine&quot; when I could say the same about you peddling the &quot;Western propaganda machine funded and fuelled by the USA&quot; when I see Russia Today and many Russian voices banned on YouTube!! I can&#39;t believe that Russia Today / RT is banned on YouTube too. They had already banned it on cable TV and TATA SKY. Heights of curbing free speech and imposing anti Russia propoganda. Let people listen to all sides and form their own opinions. The most important question should be: WHO WOULD SANCTION THE USA FOR CREATING UNREST AND CAUSING HUMANITARIAN CRISIS BY BOMBING OR INVADING THE FOLLOWING COUNTRIES? 🤬<br><br>Afghanistan 1998, 2001-<br>Bosnia 1994, 1995<br>Cambodia 1969-70<br>China 1945-46<br>Congo 1964<br>Cuba 1959-1961<br>El Salvador 1980s<br>Korea 1950-53<br>Guatemala 1954, 1960, 1967-69<br>Indonesia 1958Laos 1964-73<br>Grenada 1983<br>Iraq 1991-2000s, 2015-<br>Iran 1987<br>Korea 1950-53<br>Kuwait 1991<br>Lebanon 1983, 1984<br>Libya 1986, 2011-<br>Nicaragua 1980s<br>Pakistan 2003, 2006-Palestine 2010<br>Panama 1989<br>Peru 1965<br>Somalia 1993, 2007-08, 2010-<br>Sudan 1998<br>Syria 2014-<br>Vietnam 1961-73<br>Yemen 2002, 2009-<br>Yugoslavia 1999",1.0,1
Ugz_503V1VKb28Llnwp4AaABAg,"When it comes to the world of investing,most people don&#39;t know where to start. Fortunately, great investors of the past and present can provide us with guidance",0.038461538461538464,0
UgwCeBAaqcsV6Y124Xd4AaABAg,Wow what a great crowd of Russian patriots showing their love for country and giving their support to Vladimir Putin .,0.4,1
Ugxuyz5lCMMpFLzvl7l4AaABAg,"Yes true,<br>But where is that Canadian sniper when you need him.",1.0,0
UgzCc0jqZoxv6XwBlv94AaABAg,Z stands only for poZor. The biggest disgrace on Earth since naZi Germany - this is modern Russia.,1.0,1
UgzlU5ncf4u1_dTJjgx4AaABAg,"first of all, people are together, because they want to show the whole world that they are together and love their country in spite of any difficulties. 🇷🇺 Yes, that&#39;s how people can support each other when they know their country is having a hard time.🇷🇺  If people have a mind, they will understand it.🙏❤❤🇷🇺❤❤❤",1.0,0
UgyJIr0e13_rrUd-Cmx4AaABAg,"if it was any western president he would have given that speech behind bulletproof glass.....Putin has guts, thats why his people love him.",0.0,1
UgxXSSiXAWdgsfTD_lt4AaABAg,"people just show their unity.  🇷🇺❤and yes, it seems that all people except Russia ended up in their own information bubble.⚪🤓 And now they saw the Russian people and you don’t believe your eyes.🤓🇷🇺❤😂💪💪",0.0,0
UgwvcOPz1HwUq2BfrM14AaABAg,"people just show unity. 🇷🇺 and yes, it seems that all people except Russia ended up in their own information bubble. ⚪🤓 And now you saw the Russian people🇷🇺 and you don’t believe your eyes.🤓👍🏼😳🇷🇺🙏❤❤❤",0.0,0
Ugzq5sbzzS1kEoXcs1x4AaABAg,people who understand how the world works are for Putin the others are sheep that follow Biden and Cabal these are often also the people who have been factinated with rna COVID,1.0,1
UgyNYdgSXgX-A8g0oXt4AaABAg,russian propaganda working at their best in Russia,1.0,0
UgwwQQbEsg6e_JydZCp4AaABAg,shut up about ukraine. this is a fucking russian celebration for THE INNOCENTS,1.0,1
UgxtverN21ZRX37c5kx4AaABAg,so they cheering for murdered &amp; destroyed ukraine ?,1.0,0
Ugy6Tol9CemvMNfT7wp4AaABAg,"&quot;Cleansing&quot; heh, this doesn&#39;t sound like Stalin, this sounds like Hitler level of crazy...",0.5,0
Ugy0HtT-t4anbzvxWjd4AaABAg,"A big part of the problem between western and Russian relations is that neither one of us, get the true information from the other country. I was watching a YouTube or from Russia today and someone commented that they have been more educated in five days from a Russian YouTube or than they ever were in school or by the media in the United States on what is really going on in Russia. You guys refuse to cover anything that is going on over there and you don’t give the other perspective any coverage. That’s really frustrating to me. Cover both sides of the story and let me make my own opinion. I already have made my own opinion because CNN is certainly not my only source of news.",0.0,0
Ugx4nhOpYmKhW7h9kQV4AaABAg,ANY ONE WHO HURTS CHILDREN IS A PIECE OF CRAP.GOD IS GOING TO GET THIS GUY .AND IT MIGHT NOT HAPPENED THIS SECOUND.BUT TRUST IT WILL HAPPEND .SAYS IN BIBLE IF YOU HURT CHILDREN YOUR BETTER OF TIEING A ROCK AROUND YOUR WASTE AND THROW YOURSELF IN DEEP OCEAN.i think,0.0,1
Ugw7jdxaFsA0YtKacVt4AaABAg,"Hello sofa experts. The reality is that Zelensky is a Nazi, on his orders children and old people were killed in Donbass for 8 years. Even now, Ukraine is shooting at civilians with all its artillery weapons. Fleeing from the Russian army, they leave scorched earth behind and destroy civilian infrastructure. Ordinary people have serious humanitarian problems. Every day there are hundreds of tons of food coming from Russia for Ukrainian citizens liberated from the Nazi Zelensky regime. Endless provocations to blame the Russian army. Russia cleanses this world of bastards.",0.0,1
UgwA5BZwXSyg1sHsKjp4AaABAg,Man does this sound anything like someone from 1939 .. 😖 I hope his generals take him out and soon.. cuz they gotta know we can&#39;t have a new age mix of Hitler and Stalin in the world,1.0,0
UgzRo83sFh3mb8Bq2Mp4AaABAg,"Re: Putin&#39;s motives. He knows that he can never defeat the West. But the closest he could come to defeating the West is to have a nuclear war, one that will destroy most of the West, and most of the East, but he just might survive, and be hailed as the champion or Russia. Further, even if he didn&#39;t survive, he considers he will go down in history as the champion of Russia. This IS his off-ramp. At his age, after his years of struggle as a leader, a nuclear war serves as his swan song, and he is singing it to himself as the West tries to figure out what he is &quot;thinking.&quot; This motive makes sanctions, loss of popular appeal,  bombing of hospitals and schools and humanitarian routes irrelevant to Putin, since the final result makes all of those just unimportant, if not moot points along the way to the massive destruction contemplated, accepted, and/or even hoped for. This ugly motive is of course deniable, but I say it is his  intention, and that he is perfectly willing to risk it all in order to have this big &quot;win&quot; as part of his legacy. Calling him crazy or evil won&#39;t work, because he knows it&#39;s crazy and evil. But it is his SOLUTION!!  NATO, and the rest of world leaders should acknowledge this,  brainstorm it, and  prepare accordingl",0.0,1
UgwoyN4u6KRq8isDdyB4AaABAg,"Stolen elections have consequences. A historic, record breaking 83,000,000 people would agree! Lol",0.5,0
UgyNcZ81-faboyJ597F4AaABAg,Take out putin,0.0,0
Ugy4MD2V64Fi65IFU5d4AaABAg,"Ukraine gov. was dropping bombs in Donbas for 10 days, killed thousands of its own citizens, Russia invaded and saved everyone in the area, f**k Zelinsky and f**k everyone who “stands with Ukraine” your standing with globalist money hungry bankers who are actually destroying Ukraine, I’m Ukrainian and everyone I know there hates the Ukraine government and prayed for help from Russia",1.0,1
UgwZCMaarIqRKtwvvYh4AaABAg,"Vladimir Putin has so much blood on his hands at this point... If he uses weapons of mass destruction like chemical attack or FOAB vacuum bombs, I want America to unleash their F-35 fleet and do a massive air campaign against the heavy artillery around the major Ukrainian cities that regularly kill civilians. The man is a schoolyard bully and will certainly not start WW3, because he enjoys his luxurious lifestyle running Russia far too much. And at heart he is a coward. We can all safely assume he will never visit his troops on the Ukrainian frontline! Lol ; ); )",0.0,1
UgyKjO91DNJK72Apgbl4AaABAg,stop eating and drinking Nestle products they support Putins war....,1.0,0
UgziDdaWdT4VFro7OXN4AaABAg,"<b>CNN actually writes:</b>  &quot;Two people were transported to a hospital after a helicopter crashed into the ocean near the Miami Beach shore, according to a <b>tweet</b> by Miami Beach Police.&quot;<br><br>They are literally using a TWEET from TWITTER as a reference/source for a story. Not the actual police department, but a TWEET they sent.<br><br><b>ROFL!! This explains EVERYTHING you need to know when it comes to if CNN can be a trusted &quot;news&quot; outlet.</b>",0.0,0
UgzvZdk0CG2_3HCB7KB4AaABAg,"<b>Everything reeks inflation in the  economy.... I don&#39;t know who, however a person desires to pay attention to this, you have to stop relying on the government and saving all of your money . Venture into making an investment a few in case you actually want monetary freedom</b>",0.0,0
UgzkDLacpA8oLyftjc94AaABAg,All pilots are taught auto-gyration in case of engine failure.<br>Failure too auto-gyrate you don&#39;t get licenced to fly.,0.4,0
UgwaSMHjsKKw0ouro0V4AaABAg,"Also CNN: &quot;Swimming is racist, tune in at 6 to find out how.&quot;",1.0,0
Ugy--yRI5nBEW1HbyFp4AaABAg,"As a pilot myself that flies up-and-down the same beach line every week doing sightseeing tours, this hits close to home for me.",0.0,0
Ugw9_z0yyYKjEt4ucW14AaABAg,"As interesting as this is, are you ABSOLUTELY sure there are NO OTHER stories that need to be touched on?",1.0,0
UgyhOkRqF_1P0Z4mDX14AaABAg,"Because of economic crisis and the rate of unemployment, now is the best time to invest and make  money💯",0.0,0
Ugx3s68bnbTuS5ukVNN4AaABAg,"Because of economic crisis and the rate of unemployment, now is the best time to invest and make  money💯..",0.0,0
UgwL7XZmMaw9oWxQ1B94AaABAg,CNN NEEDS TO BE CANCELED,1.0,1
Ugyqbr4n1_9kikz8Q5J4AaABAg,CNN NEWS IS CORRUPT.,1.0,1
UgxNiFm06at76I1IcxF4AaABAg,"Considering a warbird ditched among swimmers last year and now this, if Florida pilots can&#39;t stop involving people on the ground in their crashes they should ban overflying beaches below a certain altitude. This is ridiculous!",0.0,0
UgxrKbPdCZHD8GtO0IR4AaABAg,Excellent job by the pilot to avoid a tragedy.,0.125,0
UgyWhWZTHLYZg9mLcxl4AaABAg,Fake news,1.0,1
UgwJw-bET1r_b6qIJzZ4AaABAg,God was present with all these 3 people and beach goers the water saved them. The pilot is badass!! Thank you God for coming to the rescue🙏🏽🙏🏽🙏🏽🙏🏽,0.2,0
UgzJyE0_nrALC_Eg2dd4AaABAg,Good effin Odin. Some amazing control. Good luck to those on board.,0.0,0
Ugw4nwS-hKC-59nUSH14AaABAg,How shocking for the people there. Glad nobody died.,0.2,0
UgzAs8SNiRtmFl2ro1F4AaABAg,I BETTER NOT EVER HEAR ANOTHER LEFTIST EVER SAY THEY SUPPORT NATIVES OR INDIGENOUS PEOPLE BECAUSE THEY ARE LITERALLY SUPPORTING THE TYPE OF GOVERNMENT THAT STAMPED THEM OUT AND STOLE THEIR LAND. 100%,0.5,1
UgxW1zw65cOrnhWWTPx4AaABAg,I hope they were wearing masks 😷,1.0,0
UgyHHs2O3kwvNVtexFd4AaABAg,I think this pandemic has taught people the importance of multiple streams of income. Unfortunately having a job doesn’t mean security rather having different investment in the real deal,0.0,0
UgzKgVbOy6A40-HTdRJ4AaABAg,I was literally there! Everyone crowded the helicopter right after. It was super close and landed in shallow water. It was upside down when I got close. Everyone thought it was just getting low to pick someone up or something and then it just dropped!,0.0,0
UgzuWD4WN8LcJ3o37494AaABAg,I&#39;m here to remind you about the January 6th insurrection and that Babbitt deserved it. Have a nice day.,1.0,0
UgxiWupzYgEucL2MRxl4AaABAg,If I am on that chopper I&#39;m jumping out in the ocean and trying my luck with the sharks😂😂,0.0,0
UgySMDxqtDWoC2HwKaN4AaABAg,"In GTA 5, I have crashed a helicopter just like this in the water next to the beach in the game thay looks like this area. Lol sometimes when you change lobbies or quit the game, your helicopter declines until it crashes... maybe he just left the game bruh.",0.0,1
UgwfBZajJYj9k_n7XVl4AaABAg,Is it safe to go into the water?,0.0,0
Ugy4e_uDTzV0JxbPigV4AaABAg,"It is hard to say, but it appears that there is something uneven or unbalanced about the way the rotors are turning as the helicopter is coming down.  <br>It is clear enough to see that the helicopter crash-landed very close to people in the water.",0.3333333333333333,0
UgygTtRtgsoEwjvT8ah4AaABAg,It was climate change that caused this!!!!,1.0,0
Ugza53GOD3FiXnDTdGl4AaABAg,"It&#39;s another time of the year. One need to set goals and take bold steps in achieving them. Remember success is not obtained overnight. You just have to stop procrastinating and try what you have always wanted, to improve your life and wellbeing Investments will take you closer to that your dreams.",0.0,0
UgzBS4xpDPRN-sx7OG94AaABAg,Its s movie clip by cnn.,0.3333333333333333,0
UgzT6ooMBrfBunxqnNl4AaABAg,"Look like except the luck explanation, the pilot did his best to bring the craft as close to the shoreline as he can without posing a danger to the humans swimming. He knew that after such of landing they’ll need help as soon as they can get it! Excellent mind, but it’s just my interpretation!",0.0,0
UgwGAv3Iopc7u6mLggR4AaABAg,Must’ve been due to climate change!! lmao 🤣  🎪,0.6666666666666666,0
UgybWBhmq37JQuScxih4AaABAg,Noticed how he crashed where there were no one close by,0.0,0
UgxWHZyKJ-yrqN0YKKJ4AaABAg,Praise the Lord Jesus christ that no one died.. I do hope everyone recovers very well..,1.0,0
Ugxy2j_D2khOAyOyZ2R4AaABAg,Thank God for the water🙏🏾,1.0,0
