replyID,reply_text,hatespeech_or_not
Ugy46oISRNB_LeUHK514AaABAg.9_BQLYifVSf9_Ba2gq_vhs,걔네 복지혜택 누구 세금? 근데 걔들 시위로 피해본건 누구?,0
Ugy46oISRNB_LeUHK514AaABAg.9_BQLYifVSf9_DG7ZhbFK3,시민들이 장애인정책세 내줬는데 무슨 발목? 진짜 미쳤냐? 사회적으로도 장애인은 배려받고 이해받아야할 존재라는게 99.9%이상 긍정되는 여론인데 대체 뭘 어쩌라고?,0
Ugy46oISRNB_LeUHK514AaABAg.9_BQLYifVSf9_DGCKCBY2J,이딴 감성으로 뇌 굴리는 사람들보면 진짜 분노를 못참겠네. 뭐냐 넌? 왜 나랑 같은 한표냐?,1
UgxfyDE13sA_dZSRQNV4AaABAg.9_B88brSTXY9_Nf2bXD-2k,테러리스트의 메시지는 왜곡돼도 됩니다.,1
UgxfyDE13sA_dZSRQNV4AaABAg.9_B88brSTXY9_NfDkk9N_8,무고한 사람들한테 무차별적으로 피해입히면서 자기들 얘기 들으라고 한다?,0
UgxfyDE13sA_dZSRQNV4AaABAg.9_B88brSTXY9_NfIw7e1ix,왜곡된 시위를 하면 메시지도 왜곡될수밖에 없죠,0
UgxfyDE13sA_dZSRQNV4AaABAg.9_B88brSTXY9_NzdTknYq5,@곽호진 일부 공감합니다.,0
UgyUVscsvEdiKTdfi9B4AaABAg.9_ASf5kHgji9_B8qlao7W-,저들도 누군가의 가족입니다.국가를 위해 무얼 기여했냐고 따진다면 그들의 가족이 저들을 위해서 배로 기여를 하고 있죠. 장애인 관련 시설에서 근무하고 있는 직원들도 있잖아요.그렇기에 저들을 안고 가는건 괜찮은데저렇게 약자갑질 하면서 다른 이들에게 피해를 주는건 틀렸다는게 핵심일 듯요,0
UgzsTiv9KHHyqAum61R4AaABAg.9_ACujetxFw9_B8xTbodK2,ㄹㅇㅋㅋ성인지예산 30조원으로저분들 지원했으면 시위할 일 없었을 듯,1
Ugy8D9Uggv1rb8st8-l4AaABAg.9_9aA3hp4gS9_9n9AOb0ra,아줌마 알았으니까 빨리 타시라니까요 저 지각해요,1
Ugwph4fqBZGkrbg9KE94AaABAg.9_9V36-0cc19_9mOklYHr6,꼬우면 사회적 합의를 거쳐서 합법으로 만들던가 아 ㅋㅋㅋ 다수가 사회적으로 합의하고 지지하니까 상식이고 법인거다,0
UgyBXqApyZqocy2PfGh4AaABAg.9_94coPkYL09_K9DmV-8Vo,"이동을 하려면 목숨을 걸어야하는 절박함을 말하는거다.장애는 내가 가질 수도 있고, 너희들도 갖을 수있다. 너희들도 장애를 갖는다면 지하철을 탈때 목숨을 걸어야하는 현실이다.너나 나, 우리 목숨이 걸릴 수도 있는 문제를 알리기위해 조금의 불편이 그렇게 크게 다가오냐...준석아",0
UgxRhemVcKqUcWY_suJ4AaABAg.9_8zU5IzJZo9_9mBm1_ZnQ,"출근길을 방해받는, 세금내는 일반인들의 사정을 들어준건데?ㅋㅋㅋㅋ",0
UgxRhemVcKqUcWY_suJ4AaABAg.9_8zU5IzJZo9_B8IUNpb97,@BIG D 상대하지마셈지능에 문제가 있는 애들임,1
Ugwe2AGLEyEbsldNiTF4AaABAg.9_8iNrGf0r09_8kNrenCDB,아 그러네...국회에 가서 국회출입문을 막으면 되네..아니면 문재인 청와대에가서 하면 되네..왜 거기에서 안하고....흠...,0
Ugz9EedzgJIKDcOIMa94AaABAg.9_8bH9kL4WH9_91TNAuV4I,@ㅁ 사람은 다른 사람의 잘린 다리보다 내 손톱의 가시가 더 아픈 법이죠. 저 분들의 방식에 동의하지 않지만 떼쓰기라고 하면 너무 서러워하실 것 같네요.,0
Ugz9EedzgJIKDcOIMa94AaABAg.9_8bH9kL4WH9_92gt_FBKK,@김종현 정치인들이 모든 사람이 더 나은 삶을 살수있도록 노력해야하는것도 중요하지만 합당하지 않은 요구와 방법에는 확실하게 선을 긋는 것도 중요하다고 생각합니다. 그런점에서 이준석 대표를 비판할수 없고 오히려 다들 이미지 관리하느라 쉬쉬하는 문제에 대해 총대를 맨것이 진정한 정치인이라고 생각드네요. 그리고 이준석 대표도 이번 이슈에 대해 저 방법이 잘못됐다고 비판하였구요,0
Ugz9EedzgJIKDcOIMa94AaABAg.9_8bH9kL4WH9_94xzTqOym,@ㅁ 생각의 차이가 있을 수 있죠. 모쪼록 어느 정치인이든 더 나은 세상만들기가 그들의 소신이 되길 바랍니다.,0
UgyfAd5re0tI5NZiDXJ4AaABAg.9_8NIAtDQ3j9_B6S2N6SmR,장애가 권력이지 이거 비난 하면 이준석처럼 장애인 차별주의자로 몰아감준석이는 맞는말한건데,1
UgzlKf3B_cC5dhRTEBB4AaABAg.9_8Hs3B-lIJ9_8LGD-9I23,그 공통을 시민이 줬습니까? 자기 피해를 호소하고 싶은면 당사자에게 하세요. 무관한 사람들 한테 피해주지 말고요,0
UgzlKf3B_cC5dhRTEBB4AaABAg.9_8Hs3B-lIJ9_8gAZXeDmQ,@Kang Dylan 한가지만 물어보겠습니다 그럼 장애인들은. 우리와 같은 시민이 아닙니까? 그리고 당신과 같은 생각를 가진 분들이 지금 이같은 상황를 만들었다 생각안하시나요,0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_D-pXYxvOv,그정도도 이해 못하는 사회는 답이 없는 거에요.,0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_DFBsWAAjA,@deew udd 제가 당신 집으로 배송되는 공산품을 전부 훔쳐서 불태워도 될까요? 제가 환경오염으로 삶의 터전을 잃고있는 환경단체사람이라면요. 아무도 제 얘기를 들어주지않거든요.,0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_DFKqclCEK,@deew udd 그정도도 이해못하시면 안되는거 아시죠? 제발 감성에 휘둘리지마시고 이성으로 생각하세요 부탁드립니다. 아니시라면 투표를 멈춰주세요. 같은 한표라는게 슬픕니다.,0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_K9LFBRyDG,"이동을 하려면 목숨을 걸어야하는 절박함을 말하는거다.장애는 내가 가질 수도 있고, 너희들도 갖을 수있다. 너희들도 장애를 갖는다면 지하철을 탈때 목숨을 걸어야하는 현실이다.너나 나, 우리 목숨이 걸릴 수도 있는 문제를 알리기위해 조금의 불편이 그렇게 크게 다가오냐...준석아",0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_LesnQpfUV,@나다우와 뭔개소리야이건 ㅋㅋ,1
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_LtqPHzqik,@나다우와 아니 저시위랑 생존의문제랑 무슨 상관임 ㅋㅋ,0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_M2RLka0v5,@나다우와 자동차 교통사고로 죽는사람이 몇이나 될거같니? 도로교통법 바꾸라고 시위하면서 니 자동차 부셔버리면 이해해줄꺼임? 왜 법을 어기면서까지 남한테 피해를줌?ㅋ,1
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_MHpSh9cTj,@나다우와 ㅋㅋ 도로교통법으로 죽는사람은 사람도 아니야? 그리고 엘리베이터 설치를 안하냐? 시위 방식이 잘못됬다고.. 아저씨 그나이쳐먹고 그나이에 이룬것도없고 감성에 찌들어서 못배운건 알겠는데 이성적으로좀 생각하세요.. 저게 정당한 시위인지 ㅋㅋ,1
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_MIIznUJuW,"@이구루룰 설치되있지 않은 지하철에서 미래에 장애를 얻을 수 있는 너나 너의 가족들이 목숨의 기로에 서있을 지도 모른다고 생각해보거라.남의 생존의 문제를 남의 일로만 보지 말아라.미래에 너의 일이 될 수있으니...나보다 못한 현실에서 생존의 문제를 안고 살고있는 사람들에게 좀 더 여유있는 시선으로 봐줘라.그리고, 말장난으로 잠깐의 시원함을 주는 정레기들에게 휘둘리지마라.",0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_MJ1925zsM,@이구루룰 정치권은 22세기에 이런 기본권 시위가 있는 현실에 부꾸러워해야하는게 정상아니겠니.집권당 당대표 정도되면 미안함을 느끼며 현실을 바꾸겠다는 위로를 해야하지 소외계층을 악마화하고 갈라치기로 서로 혐오하게 만들어 정치적 이익을 보려한다면 그게 진정한 악마다.,0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_MJtt3p1fc,@나다우와 그렇게 따지면 교통사고는 너도 당하고 나도당해.. 난 장애인이 되도 저딴식으로 시위 안해 그리고 할머니 임종 보러 가야한다니까 버스타고 가라고?ㅋㅋ 누구한테는 저 시간이 소중한 시간이 될거란 생각은 절때 못하지? 그냥 장애인은 불쌍하다.. 이것밖에 생각못하지? 그리고 무슨 요구는 지나치게 많다고 생각안함? 그리고 엘리베이터 설치 하고있는 중이고ㅋㅋ 뭐가 불만임? 저런시위가 정당함?,0
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_MK0gTno3m,@나다우와 그리고 계속 갈라치기 하는데 ㅋㅋㅋㅋㅋ 문재인이 갈라치기 원조지 그냥 유튜브에 문재인 갈라치기 해도 연관검색어가 뜬다 ㅋㅋㅋㅋㅋㅋ 진짜 뭐 조선족인가?,1
UgxTnLSRXpWP5FT46vZ4AaABAg.9_8E0-DUKLm9_NfWnsUyBx,@나다우와 아니 이동권보장 당연히 받아야하고 개선작업중인데,0
UgzzBVXEEwhhVyzcb6d4AaABAg.9_8ByphbWdt9_8HRFHkVLl,우리나라만큼 장애편의시설이 잘된곳이 어디있는가,0
UgxanzTf6BcnyFHY_O94AaABAg.9_8AasVQdMB9_AyrVsMMbt,이건 맞아.세상 유도리있게 살라고 해도 불법은 하면 안되지,0
UgxanzTf6BcnyFHY_O94AaABAg.9_8AasVQdMB9_B8_Dd1pbR,불법행위에 대해 책임은 지겠죠. 져야하고요. 근데 서울 시내 어느광장에서 저렇게 했으면 뉴스에 이만큼 보도가 됐을까요? 정치권이 20년동안 말로만 약속을 지켜왔는데.. 참 씁쓸한 대목입니다,0
UgxanzTf6BcnyFHY_O94AaABAg.9_8AasVQdMB9_BOUBOwuBN,@UP 지하철 엘리베이터 96프로 가 완성되었어요 4프로는 오래된 지하철이라 설치가 어려운거고 휠체어버스탑승 출입문도 70프로가 되어있어요 3년 후면 모든 버스가 바뀝니다,0
UgxanzTf6BcnyFHY_O94AaABAg.9_8AasVQdMB9_K7PDdQO-8,이게 만약에 불법 시위가 아니고 장애인분들 아침에 볼일 있어서 휠체어 다 타고 어디 가시는 거면 어떨까요? 지하철에 휠체어 타시는 분 여러 분이 동시에 타면 그게 엄청난 피해인가요? 그럼 그들은 서로 연락 따로 해서 대중교통도 겹치면 안되고 휠체어도 자제하고 집에 있어야 맞는 건가요? 전 영상보면서 제일 놀란게 구냥 휠체어 타고 지하철을 아침에 탄 게 잘 못이면 출근 길에는 장애인들 지하철 타지 말라는 걸 대놓고 말하는 건가 싶네요. 너무 장애인 혐오가 만연한데 혐오 인줄 모르는 게 더 가슴아프네요.만약에 그들이 두발로 서서 피켓 들고 지하철 타고 서 있었는면 욕할까요? 그들은 못 걸어요. 지하철 타려면 버스를 타려면 휠체어를 쓰는 게 당연 한겁니다.,0
UgxanzTf6BcnyFHY_O94AaABAg.9_8AasVQdMB9_K9N8fzBVA,"이동을 하려면 목숨을 걸어야하는 절박함을 말하는거다.장애는 내가 가질 수도 있고, 너희들도 갖을 수있다. 너희들도 장애를 갖는다면 지하철을 탈때 목숨을 걸어야하는 현실이다.너나 나, 우리 목숨이 걸릴 수도 있는 문제를 알리기위해 조금의 불편이 그렇게 크게 다가오냐...준석아",0
UgxanzTf6BcnyFHY_O94AaABAg.9_8AasVQdMB9_KBGA5ohCg,@빙빙방  전장연의 불법 행위는 휠체어로 문을 막고 열차를 정지시키는 행위를 말하는 겁니다  사고로 이어질수 있는 위험 행동은 사회적 약자 해도 옹호 할수 없는 겁니다,0
UgyGpmCtXAuOnX0S5iF4AaABAg.9_8AahB79_b9_8gPuTKz78,공황...,0
UgzaXrq0rYB93EUn-Qt4AaABAg.9_88Mjq3dji9_9ZkhQOrID,ㅋㅋㅋ 미쳤노 장문 오이오이! 너무 잘하는거 아니냐구!,0
UgzaXrq0rYB93EUn-Qt4AaABAg.9_88Mjq3dji9_9yR_5WJ8H,이준석의원은 이대표 멕이는겁니다 ㅎㅎ,0
UgzaXrq0rYB93EUn-Qt4AaABAg.9_88Mjq3dji9_B6I8p83wL,홀리싯  찣었다 이게 맞지 이게 나라지,0
UgzaXrq0rYB93EUn-Qt4AaABAg.9_88Mjq3dji9_CIL9kHqF5,아니 님이 휠체어 타고 다니면서 나가지도 못하도 멀리 가지도 못하고 아무도 관심도 안가지고 계속 바뀌지도 않는데 그냥 계~속 기다리려고 합니까? 나는 저 정도로 만든 사회 시스템이 문제라고 생각하고 아직도 왜 저들이 저렇게 해야만 하는지 이해 못하는 사람이 있다는게 놀랍네요,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8CRtDoo2V,맞지 궂이 출근시간에 그런 행동을 할필요가 있을까그리고 그국회의원도 무릎 왜 꿇음 그래놓고 하는말이 장애인들한테 미안하데 출근길 시민들 한테는 안미안함?,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8Gf1ae-9K,맞지 근데 정치인이 저런소리하는건 안 맞지 정치인은 저따구로 편가르기하는게 아니야 여당 당대표가 저딴 말을 지껄여!!!!!,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8Iq0ve1oR,윤씨도 아마 피해많이줄겁니다.,1
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8IwpklKr0,@fbj xddru 윤씨 취임하면 장나이 아닐긴데?,1
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8YJV-Y7n8,@수석대변인 혀가좀 작네요!,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8aU4jyyeG,@남이효진 ㅋㅋㅋ 할 말 없으시죠? 문재인이 대해서는?,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8d7oli-jD,@김아아 할말많은데요.,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_8dxcwYn3_,@남이효진 기분푸셔.화푸셩.,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_AOq1zzx9-,@수석대변인 😊 🙏,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_N3QsAFgNv,이준석 한국의 벤샤피로 맞는말만함. 무조건 대통령으로 내가 만들어준ㄷ다,0
UgxVaJd1DTd_Hk-iP-B4AaABAg.9_88K4qwhkB9_NAACz3WOv,@Dutch Berry 약 안드셨나보내요?,1
Ugxwb2_2wawEmyqQZzx4AaABAg.9_88BQK8hRo9_9_7JriD7-,Yea! bro!! You are very good!!,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8CTLMUIxy,맞지 궂이 출근시간에 그런 행동을 할필요가 있을까그리고 그국회의원도 무릎 왜 꿇음 그래놓고 하는말이 장애인들한테 미안하데 출근길 시민들 한테는 안미안함?,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8Jy6gM-vI,정말   맞는   말입니다   혜택도   많이주는데   시민을  불모로   비굴하게   보이네요   아무리   정당하다   해도   남을   배려하는게  배워야   되겠지요,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8Mi78_Uwt,처음부터 저러진 않았겠죠.,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8Odyc5usT,@주식사랑~ 처음부터 저러진?처음부터라는 그 말로 저 행동이 용납되나요?순 이 억지 논리면 서울 영엽하는 곳 막아버리고 군인 최저시급이라도 달라고하면 되나요? 군인 최저시급이라도 달라고한지가 몇년인데.그리고 정권바뀌고 약속한 기간까지 3년남았는데 10%도 안남은곳 설치 못하겠습니까?,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8PA_rBS12,@K AL` 안될건 뭐가 있나요?  비정상인에 비해 보행에 엄청 불편하고 정부에서 소통을 잘해 대응을 했었더라면하는 아쉬움이 커네요~,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8PTog4zZM,@K AL` 측은지심이라고 우리도 언제든지 장애를 안고 살수 있다고 생각합니다. 사회적약자인 저분들을 배려하고 이해하고 싶어요,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8PoWqRK5y,방법은  바꿀수있다   불법이 방법일순 없다,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8Qdy2F0yM,@KJ P 항상 옳고 아님을 떠나서 정상 참작이라는게 있어요. 정상적인 방법이 안통하니까? 저분들의 행동으로 우리는 잠시 불편했지만 저분들은 평생을 불편하게 사신분들입니다. 저렇게까지 시위를 안하면 아무도 관심을 가져주지 않으니 저렇게 까지 하지 않았나 싶어요,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8WhBVXhXE,@주식사랑~ 측은지심은 마음에서 우러나와야지 너는 측은지심을 느껴야해! 라고 강요한다고 생기는게 아닙니다근데 지금 장애인들은 본인들의 장애를 무기로 측은지심을 강요하고 있어요,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8Y3AP3C4S,"정상참작이라는건 선택권이 없을때, 어쩔 수없이 행했을때 적용되는거 아닌가요?저 불법시위에 선택권이 없나요?더 빠른, 더 편한 방법으로 가려고 하니까 불법시위를 하는거지평화시위가 속도가 느리고 파급력이 적다고 생각하니까 더 빠르고 더 편한 방법으로 간다고 생각합니다.아무도 관심을 가져주지 않는다구요??
10년전과 20년전과 30년전과 지금의 장애인 복지, 인식, 시설이 같다고 생각하시나요??물론 아직도 불편하고 부족한 부분들이 있겠지만 자기집단의 이익을 앞당기겠다고 다른사람의 불편이나 범법행위를 정당화 하는건 옳은일이 아닙니다.영상에도 나쁜 장애인이 제도를 바꾼다고 했으니까포지션을 하나만 했으면 좋겠네요자신들이 하는 행위가 나쁘다는걸 알면서도 하고 있다는걸 인정하고 정당성을 포기하든지, 정당한 방법으로 자신들의 의견을 전달하든지",0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8_NguxSzO,적절한 예입니다.,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8aOdQ-Qya,@주식사랑~ ㅋㅋㅋㅋㅋ 불법을 옹호하네 ㅋㅋ 니 말대로면 군인이 자신의 최저노동임금을 위해 총을 가지고 시위해도 괜찮다는 말 아닌가?,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8bSMso2Wj,@fbj xddru 근데 또 그 무릎꿇는것때문에 지연됨,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8eQlDqMur,님의 의견에 한표!,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8pFiugDf4,그 적법이라는게 비장애인에게만 친화적이니 장애인들은 법을 무시하는거 같습니다.,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_8vvOp4EFb,@주식사랑~ 보행 엄첨 불편?  외국 나가봐  한국이 장애인들  버스 지하철 타기 엄청 편한 나라중에 하나야  아시아에서는 독보적이고  전동휠체어 가지고  제주도나 해외 나간다고 하면  그 무거운거 다 들어서 비행기에 실어주고,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_B0hZwuxoM,@주식사랑~ 이제 장애인들에게 피해받은사람들이 장애인 시설에가서 똑같은 행패를 부려도 '참작'해주겠네?,1
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_B1DnDEY81,@주식사랑~ 에초에 지하철로다는 대부분은 일반 서민.  자가차량운용에 애로사항이있는 중하에 속할터인데약자에게 배려라는 이름을 방패삼아 행패부리는 것 이하도 안됨,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_BRnM7Le8M,@브류판다리아 시민의 불편함을 초래한건 결국 약속을 이행하지 않은 정부에게 탓을해야하지 싶네요 장애인들이 처음부터 저런식으로 시위를 하지않은걸로 알고 있고 적어도 저럴수 밖에 없는 사정을 이해 하고 싶네요. 본인들도 시민들에게 저런식의시위를 하고 싶지는 않았을거라 봅니다,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_BSn6B89TJ,@브류판다리아 약자에 대한 배려를 다시금 되세금질 하는 계기가 되었던것 같습니다 옳고 그름으로 흑백논리로만으로는 상대를 이해할수 없다고 생각합니다. 진정 이해한다면 배려를 한다면 내생각과 달라도 이해하는게 진정한 배려고 이해가 아닌가싶어요 님도 항상 건강하시길~,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_BVYgjEmuN,@주식사랑~ 시민의 불편함을 초래한 것이 장애인 단체에서 정부로 가는 군요정부의 문제도 있지만지금 불편함을 일으킨 건 저 단체의 판단이에요지금 여기 계신 분들은  하나같이저 불법적인 시위 방식을 탓하는데어떻게든 장애인 단체의 잘못된 점도이해? 하시나봐요잘못된 행동은 따끔하게 말해줘야죠저럴수록 장애인분들 이미지만 안 좋아질텐데요,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_BYYunYydd,@메인 우리는 지하철 버스라도 맘되로 타고 다닐수 있지만 저들은 나날이 불편함의 연속입니다. 저들의 행위를 떠나 왜저렇게 시민들이 불편해할거라는 사실을 알고도 시위를 해야는지 이해가 된다는 말입니다~ 몇십년동안 시위를 했고 처음부터 저렇게 하진 않은걸로 알고 있어요 각자의 생각이 다를 수 있겠죠.,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_BZeO7IopO,@주식사랑~ 내 말 안 듣는다고 저래도 되는거면 테러리스트들도 옹호해주는거죠?,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_Bp0umK7IE,거지에게 밥주겠다고식당은 안된다는 예는 그들을 생각하기보다그들을 혐오한다는 이야기가 내포된 내용이네요,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_BqP-qbTeZ,적법하게 했는데도 안되면요?? 저문제가 어제오늘 일이 아니고 몇십년 전부터 있어 왔던걸로 알고 있어요.. 적법하개 하다가 안되니까 이번같은 시위를 통해 언론에 노출되고 아슈가 된걸로 알고 있어료,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_Bqbg2LKCD,@양파의기사 저게 몇십년 전부터  논의 됐던 겁니다 어제오늘 일이 아니고요,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_CAZ3kSUAW,"@주식사랑~ 진짜 사람들 너무 하네요~ 이해를 못하는건 아니지만, 상대방의 말을 들어볼 생각도 안한다는게 웃깁니다. 뻔히 지금 뉴스에서 20년전부터 고민해왔던 사건이라고 이야기를 하고 있는데도 눈과 귀와 입을 딱 막고 반발하니 ㅋㅋ",0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_CDl4hmmgA,@김아아 사람는 어느날 갑자기 장애가 올수 있어요 그냥 이해 하면서 삽시다,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_CE1RAi-8J,@주식사랑~ 나는 당신의 말에  동의하구 당신의 말에 존증 합니다  어느날 갑자기 사고는 올수가 있기 때문 입니다,0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_Dn8JmQU-Y,"@마르코 제가 든 예는 본인들의 신념 의견 주장을 관철하기 위해 불법적인 일을 하지 말라는 의미입니다. 장애인분들 시위하는걸 혐오 한다는게 아니라 정상적인 , 합법적인 루트로 하라는겁니다. 거지에게 무료급식소 하는걸 제가 욕하던가요??? 글의 맥락을 잘못 이해하시네요 바보인가??..",0
UgzW21BYGVd4r60yeyR4AaABAg.9_84-nSIAza9_DnO5Wu-cO,"@주식사랑~ 적법하게 해서 안되는걸 불법적으로 해도 된다 라고 말하는건 과장하면 공무원 10수 떨어진사람이 청탁해서 붙는거랑 뭐가 다른가요?? 기조가 다르신거 같은데 저는 무조건 합법적인, 공식적인, 정상적인 루트로 해야 한다는 의미고 불법적인 루트로 하면 아무리 좋은 의미의 행사도 그 뜻이 변질된다는 의미입니다. 홍길동도 그시대니까 의적이지 지금이었으면 그냥 도적입니다. 하나둘씩 불법적인걸 용인하면서 예외가 생기면 안됩니다.",0
