replyID,reply_text,hatespeech_or_not
Ugwr4LAgvUr8zaFdgCB4AaABAg.9_5NcE_zzp-9_5hYLE5EBe,@ Claudia Mallory. Do you feel a deep pain in your twisted arm? Go see a doctor. You have other options?,1
UgxiADLN12JpqtfW3vB4AaABAg.9ZifeRhmGJd9ZkReL6x-rG,"@Kaipo 808 “Ukraine on fire” by Oliver Stone,It’s well worth a watch & helps you see more clearly! 👍",0
UgzUti1_fvL9i99A2XJ4AaABAg.9ZYPFmSXZMs9ZYPMP38k77,Putin has no intention to stop now,0
UgwgxOFFLD-ftIXc3fJ4AaABAg.9_Buys4-Zo-9_CBvJY1BQ_,"YT has Biologists like Forrest Valkai explain about Gender, so how much more summarized do you want it? It's so easy to inform yourself + avoid all who yell + avoid all who talk about Healing-Crystals. In other words: Avoid anti-science and conspiracys and get to the Truth. It aint that hard.",1
UgyHZnHejz6_Zcnzd-B4AaABAg.9_GsMKhTzL69_T8VUF7-Gr,cristina there is a trans women only tournament its called the mens swimming tournament,0
UgwXvmegkrWMLYAO22R4AaABAg.9_AcyLce0JG9_AdjbWxayS,"Good evening, how are you doing today I hope you had a great day so far👋❤️❤️",0
UgzJ1ZxZNi9f3kq1zEd4AaABAg.9ZiuHT30rVy9Ziwd2-8wRa,"There is no law that demands a person be honest, as the right to free speech includes both idiocy and deceit.  Socially they should be ashamed to be liars, but with the erosion of faith, morality, and ethics (not particularly related to each other but all offering a similar purpose), incentive for honesty declines under the weight of personal greed and corruption.  It's only a legal issue that can be addressed by courts when the statements can be proven to have been made with malice, which is a functionally difficult criteria to meet for public figures, which all politicians are.",0
UgyW6mfmBTB-bHW9HOx4AaABAg.9ZxASQBQraj9ZxEN0IJZDY,Sorry We are a Billion people with vibrant democracy ....India does what Indians want We will not participate in any rainbow wars of America,0
UgyW6mfmBTB-bHW9HOx4AaABAg.9ZxASQBQraj9ZxY3ZMZAVk,he is just jealous cos soon enough India Russia China and Saudi will cut dollar out of business and we’ll enjoy watching west fall 🤣,1
UgzWaJ7Ly-p2eZb6-aF4AaABAg.9ZgnHLGpYyV9Zjjw9oEknL,"Didn't she drop out of highschool,and miss Civics Class?? Duh 🙄!",1
UgzKLQnlMIeFUFM0xtl4AaABAg.9Zh3LcjxqFC9Zw9R2Vh6JD,"Hello, how are you doing? Hope you're having a wonderful day!",0
UgzknF7WhH4YO8mNoCx4AaABAg.9_OPJvBN1eF9_OX-i_g5Bd,I see that your knees are dirty and you have a pocketful of quarters.,1
UgwfIFQNRJw5AHIqtRB4AaABAg.9ZcvVooZfi49ZdIGGiusyW,Easily impressionable youth,0
UgwfIFQNRJw5AHIqtRB4AaABAg.9ZcvVooZfi49Zdy1-Lca5k,Same kind of youth that got on FB 18 years ago.,0
UgwXYYzttDZt4QcGnZZ4AaABAg.9Zvf9taPAk79ZwRaPMemrf,Uhhh yes it does,0
UgxFGCfLbH_EMb-GPVB4AaABAg.9ZFMGDZ8dcn9ZFMeKXYoLQ,What....?,0
UgwBRacCbgYwzEhc6Fd4AaABAg.9_-LAEBh0oP9_-_cbzSMEl,What? She and FOX both hurt your feelings? You poor thing,1
UgwBRacCbgYwzEhc6Fd4AaABAg.9_-LAEBh0oP9_-_fRxf-Se,What did she lie about?,0
UgyWOkoWXCKniJl8JM14AaABAg.9_3R4p3bgu79_4HJrlju-3,It's not even comparable. And stop liking your own comment.,1
Ugzaa6_fSsMpvhROCVx4AaABAg.9_AYwPeZ3Hi9_BA-HDpar3,You're funny. You don't even bother watching their posts,1
Ugym8RBsPQNNAy4lTzJ4AaABAg.9ZZVEKI99fj9ZZXBP2oBAM,Ease up there Pam. You are gunna give you self a ulcer.,1
Ugxdz-UEta8oTVa_DU94AaABAg.9ZY_XUcIl5P9ZY_sAzHmCS,lol where do you live?,0
Ugxdz-UEta8oTVa_DU94AaABAg.9ZY_XUcIl5P9ZYbo4a65j3,@ПО КАЙФУ I asked where you live lol. It does matter. A lot.,1
Ugxdz-UEta8oTVa_DU94AaABAg.9ZY_XUcIl5P9ZYcJFFSd2d,"@Brandon Allen Germany, what's next?",1
Ugxdz-UEta8oTVa_DU94AaABAg.9ZY_XUcIl5P9ZYdat4BlSw,@ПО КАЙФУ why would something be next?,1
Ugxdz-UEta8oTVa_DU94AaABAg.9ZY_XUcIl5P9ZYdskxTJD1,"How rude of me. I know what’s next!I’m in Canada! You know, America’s little brother. How’s things in Germany? You feeling impoverished over there or?",1
UgySijXrGhJ8oI92CHZ4AaABAg.9ZoZk6apayS9Zo_1786oH-,When we were Colonalists,0
UgwE_EZUJRbrt6X8MOB4AaABAg.9_HDTNkiHXT9_L2HacZsWM,"His resources include nukes, sadly.",1
Ugx9joQXybsI4AvRNrd4AaABAg.9ZgEQFyEmJU9Zw92msjQdm,"Hello, how are you doing? Hope you're having a wonderful day!",0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5RBd2LbSe,Investing in different streams of income in other not to depend on government for funds and avoid all the chitchat about the inflation.,0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5RLsLMvVH,"Investing in bitcoin is good idea,but a good trading system will put you through many days of success.",0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5RUVPrgLc,"@Kathy Johnston My personal portfolio/investment manager, Mr Edward Jones after a whole week of research, he runs an investment platform where you don't have to under go any stress in the trades, he manages my trading..",0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5RcfojC9a,Wow! I invest and buy cryptocurrencies but mostly waiting for the rise to sell. This is a great opportunity to start trading my investments to start earning right away.,0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5Rl0wox9U,The crypto market is highly profitable with an expert broker just like Mr Edward Jones . I got recommended to him and since then my financial life has been a success.,0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5RvZGNtJg,"Wow I know Mr Edward Jones . I met him at a conference in The Dome at America's center Life 2016 where he introduced us his business strategy, he helped me cover my losses trading myself.",0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5S5COE2Xd,@Larry Martinez His availability is on whats Apks,0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5SLc4Leem,"Wow, is amazing to see people who have also invested with Mr Edward Jones . I thought I'm the only one he has helped through this rough Market.",0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5SkpPU1MN,After watching so many YouTube tutorial videos about trading I was still making losses until Mr Edward Jones started managing my investment.,0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5T3RG5sLY,@Crystal  Cortez  Thanks you for this. I just looked him up on Google and impressed with the information I came across Will definitely reach out to him now. Thanks again,0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5TG6eHMxY,"I've seen different recommendation about this pro trader,he must be very exceptional for people to talk his good about him",0
UgzuQ4qT5NhtcKsqen54AaABAg.9_5QOgt6URe9_5TPR-pEJA,Been reading through the comments and when he mentioned Mr Charles R schwab I know he was right! He has been my investment manager for a long and I’m happy with his services,0
UgzWXW-TpdpkgJQSH6p4AaABAg.9ZZGm14Hh5w9Z_1b8FWzKo,That is definitely a fun listen!!!,1
UgxN6Q1usz7hj8iaJzZ4AaABAg.9ZzIZuhMpPa9ZzJ05i1ijj,"Omg , you have to stop with your tinfoil hat stuff again !! Lolol 🤣🤣😂",1
UgxN6Q1usz7hj8iaJzZ4AaABAg.9ZzIZuhMpPa9ZzJMQm2WZ_,I can’t wait for the REAL Jan 6 committee investigation !! Uh ah - that’s when the real juice is gonna come out in the open !!,1
UgzthXFtOrvZN2GnS154AaABAg.9_52280PrqO9_5DDvZj3R7,BAHAHAHAHAHAre you laughing so that something crunches in your back?,1
UgzthXFtOrvZN2GnS154AaABAg.9_52280PrqO9_5DRNFDrux,"He may not be the ideal candidate, but there's no time for experimentation right now.
Here's what I'm talking about.",0
UgwZMukvy4WY0lxFVfV4AaABAg.9_5MmCoUQOg9_5_ZvC7PbR,At least he’s calling out to the lord. What do the comments reflect here? A life in Christ or the devil 👿?,0
UgzNi1kZ3qsPSkV0cV94AaABAg.9ZWeg9rN5Cl9ZWfdGdyuks,"Yeah, and Biden echoes from under the table -- Hee-HEE",0
Ugw-SmUq0CVOIoeGzet4AaABAg.9_1rm9ziRRG9_6fcM25Q3E,"well the US actually managed to keep Afghanistan, a country halfway across the world, for 19 years. Putin with the world's second strongest military can't even take over one large city from their next door neighbour!",1
UgzGLNo5m7KfC4Rbocx4AaABAg.9ZWsLu1MwdW9ZX60xnE555,What about using that money to help deal with the crippling inflation,0
