commentID,comment_text,hate_instigation_level,hatespeech_or_not
UgzcAAzo2j7DAGS293J4AaABAg,대선후보의 득표율을 보면 국민이 반으로 나뉘었다. 이번 대통령은 국민이 양극화 된 큰 숙제를 가지고 시작하는거다.,0.25,0
UgzVxGFYxpO-w1AUCDt4AaABAg,대한민국 국민 진짜 대단한듯… 존나 힘들게 살아와놓고 이념때문에 앞으로도 존나 힘들겠다고 선택한 게 대단하다,0.3076923076923077,0
Ugz8D5x7_hw9coN1hn14AaABAg,막판까지 250만 대구 경북 시민님들 일심단결로  수고하셨습니다...,0.3333333333333333,0
UgzhWCiWpdnDfxpBwQF4AaABAg,"몇 년 뒤에 "" 아...문씨가 대통령 할 때가 좋았다"" 이 소리 무조건 한다 사람들 ㅋㅋㅋㅋ",0.0,1
UgzVTU9tyaJx1Aos4eJ4AaABAg,문재인 대통령님 그동안 고생 많으셨고 이제는 노무현 대통령님 자취를 그대로 쫓아가셨으면 좋겠습니다!!! 조만간 좋은 소식 기다릴게요^^,1.0,0
UgyuS665eIG7fxhiV3p4AaABAg,문재인 대통령님.이재명 건드리면 촛불 든다..,0.0,0
Ugz_wC0bCzvg1STXIIR4AaABAg,문재인 대통령님은 초심을 잃지 않고 국민을 위해 일하셔습니다. 그게 느껴졌어요..  이재명 님도 초심을 잃지 마셔요..,0.0625,0
Ugy4-IsaeooOHakGYPh4AaABAg,문재인 대통령님의 얼굴만뵈도 마음이기쁘네요.,0.4761904761904761,0
UgxAbKJ1CNYARuiN46t4AaABAg,문재인 이재명 손잡고 노무현 만나러가는 모습 보고 싶다..🙏🙏🙏🙏,0.2,1
UgyIjY9cp0Sa0yO8_mh4AaABAg,문재인대통령은 제발 윤석열 되길 원할듯,0.0,0
UgyK8_umo7pO7ED5t1p4AaABAg,문통님    여러모로   힘든시국에   정권맡으시느라  수고  많으셨습니다   이재명    문재인    화이팅,1.0,0
UgyhnkS9S0E5n_M0ZiB4AaABAg,문통이잘한것도있지만  어쨌든 윤석렬한테눈치봐야되네요..그러나개인 이재명은이겼씁니다~~,0.0,0
UgxukbSIu9GsCCWw6Dp4AaABAg,민주당 니들은 이죄명을 내세운것이 최악의 선택이였다이낙연을 내세웠어야 했다.,0.0,1
Ugx2p_xP4EKTFLe_lcF4AaABAg,민주당의 부동산 정책이 민심을 떠나게 했지~~ 이재명되면 기적이다,0.0,0
UgwQ9HYkotjzhvHcLd14AaABAg,"밭갈기성공.경기 우리가족 5표 몰빵 이재명, 대구 고향집도 이재명 몰빵 성공, 구미 처가집도 이재명 몰빵 성공, 처재집도 이재명 몰빵 성공  동서가 안철수 찍으려 했는데 단일화로 이재명 최종선택..가즈아~..🙏🙏🙏🙏..나 몰빵했다",0.1,0
UgxphWhQoWz5QRyoHst4AaABAg,분위기는 이재명 민주당 이지만 투표는 윤석열 아이러니 ㅋㅋㅋㅋㅋㅋ 인생몰라역시~,0.0,0
Ugy7Gj0Gk1iZ5dHgv9d4AaABAg,"불법을 저지른 자는 지위고하를 막론하고 누구던 달게 심판을 받는 것이 당연하겠지만,새 대통령은 국민통합도 잘 이루었으면 좋겠네요.",0.0,0
Ugw103wWfW6XAH8BuJ94AaABAg,와진짜 무지하다 국민들 ㅜ ㅜ 아직도 여야여야여야 지구 멸망해도 여야타령하겠다 참 .. 집못사고 저출산 욕하지마라 이젠 1번2번 찍은분들은,0.0,0
UgyUn2xYy_YNFaWx4Et4AaABAg,윤도리 찍은 인간들 앞으로 후쿠시마원전물 실컷 쳐드시고 병석에서 오래오래 장수들하세요,0.3333333333333333,0
Ugy5E6zXEcokIJOre-p4AaABAg,윤똘이 되면 그럴리 없겟지만지금까지 힘들게 살아왓는데앞으로 더힘들거 같은데 진짜전쟁도 준비해야되겟네,0.0,0
UgxoWBdfAicISXMuFCt4AaABAg,이번에 문도 이재명도그밑졸들  다감옥가야지,0.5,1
UgwDC1NwqdHsrobxy-p4AaABAg,이재명대통령~~♡♡♡♡♡♡♡,0.2,0
Ugz6lTWGAmKG-4hmPSZ4AaABAg,잠이 오겄냐????호텔이 기다리는데!!,0.5,0
UgyAf6d4gxZev8Y2Jzl4AaABAg,전라민국 사람들 대단하다,0.0,1
UgyfnI0veejF2xbBSOR4AaABAg,제발 윤석열부인 구속해라...주가조작 부동산깡투기...,0.0714285714285714,0
UgxrMt2AVl9V0IIE0JB4AaABAg,청와대가 뭔가요?,0.0,0
UgwrJCmimJjZWar2VVV4AaABAg,1. 선거날 때 교묘히 방역패스 철폐해서 확진자 급증하게 함2. 확진자들만 따로 투표하게 해서 코로나란 명목으로 부정선거 저지름3. 전국에 산불내서 언론들 뉴스내게 해서 관심을 돌림딱봐도 이거구만 ㅋㅋㅋㅋ,0.0,0
UgxH4_GoUJvRCgVHm-B4AaABAg,1.지방에서는 순조로웠음 수도권에 몇몇 투표소에서 생긴일2.세계 최근에 미국 선거만봐도 재투표는 불가함3.각정당마다 참관인이 있으므로 부정선거는 사실상 불가함 참여해보지 않은 사람들의 불안일뿐(본인은 참가해봤습니다 절대 불가)즉 선관위의 관리의 소홀함임 우리나라에서 부정선거는 애초에 불가함 참여해보면 압니다!!,0.1111111111111111,1
Ugx-lRjmdAjbS-4D3Yd4AaABAg,1번 용지가 유출된거면민주당 짓이겠니? 국짐당 짓이겠지!그만 적당히 해라.부정투표는 있을 수 없다.24시간 CCTV도 있다.문제는 불편을 최소화하는 것. 상식적으로 하는 것.,0.0,1
UgxIOXZUvaTZ3gXWvax4AaABAg,"3월 5일 확진자 격리자 투표자 숫자 정확히 파악해서, 선거 당락에 영향을 미칠 만큼의 숫자라면 재투표 해야한다.",0.0,0
UgwoeGJShz-CjD9ROGx4AaABAg,그냥 다시 투표합시다. 2030 여심과 1번남들이 이제야 이재명 후보님의 진가를 알아봐주고 있습니다.  한주 늦게 투표하면 무조건 압승입니다! 무효 하고 다음주에 다시 합시다!,0.0,0
UgxvO_vfQDcVQYI6MB94AaABAg,김염의 위험 감수하면서 일하는 선관위분들을 위로해야지.. 불만이면 지들이 감염자 투표지 옮겨..,0.25,0
UgxihTTzukaXPOJK16J4AaABAg,부정이 있을수가있냐  양쪽다 감시하는데Cctv는 당연한거고 참 ㅎㅎ  코로나투표가처음이고 정신없으니 실수나온거지21세기에 ㅋㅋㅋ부정선거?  어이가없네 ㅋ,0.0,0
Ugx1Sr-KoJ_QA_hxZEB4AaABAg,사전투표는 봉투에 밀봉해서 넣는거라 상관 없지 않나요???,0.0,0
UgyOJ-qV8uSKxsl32vh4AaABAg,서로서로 믿는 민족이다 ᆢ의심하면 끝도 없지 ᆢ선관위의 안일한 대책은 꾸중을 들을만 하다 ᆢ 참관인이 서로 있으니ᆢ 믿음으로 진행한것이고 ᆢ 선관위원이나 참관인은 모두 임시 알바들이다 ᆢ나도 9일 참관인이다 ᆢ일당5만원+식대 7천원 두끼ᆢ최저임금도 안된다 ᆢ,0.0,0
UgxRlZ3HAGLiXfOGOZd4AaABAg,선관위도… 조져야겠다,0.0,0
UgwXbgycnbqphVEsB1d4AaABAg,"선관위원장은 단순 사퇴가 아니라 해임을 시켜야 한다.그동안 받은 모든 월급 다 토해내야 하고, 공무원 연금조차 못받게 해야한다.더불어 5급 이상의 실무 책임자들 모두 공무원직에서 해임 시켜야 한다.이건 단순한 무능과 오만함을 넘어서 국가를 위협하는 테러 행위에 버금가는 범죄다. 선관위 = 범죄집단이다.",0.0,0
UgzS6ykmlmK8e2buJFB4AaABAg,신분증검사 안해서 이미 두번 투표한사람도 있다는데 부정투표가 없다고?,0.0,0
UgzF9GUniVtZ5s7i1N94AaABAg,아니 문재인 정부는 왤케 권위적이냐? 유감이라고??? 사과 제대로 해라 진짜,0.0,0
UgxAp21_ucOiHdLe3OV4AaABAg,이게 나라냐?,0.0,0
UgzYgtNFfYEOqQWzaCt4AaABAg,이게 말이 되는 일이냐?관련자들 싸그리 철퇴를 내려야지,0.0,0
UgyUyZKtQuiNIlV14gV4AaABAg,이쯤되면 재투표 해야지선거 끝나면 누가 져도 부정투표 말이 않나올수가 없다선관위가 논란을 예상치 못할리가 없다선관위 미친것이다  말로 이상없다고 하면 납득이 되겠나?,0.0,0
UgyY7XyGIriBCpJq8dN4AaABAg,진짜 사회조장하는 단체들 우려스럽다이래서 확실한 지지가 필요 하다본다 이재명후보 화이팅,0.0,0
UgwTotIKfViXGPEm0RN4AaABAg,한사람이 이재명을  2번 투표한사람도 있음..첫번투표에 본인확인안하는것을 악용해 2번 투표 ...본인이  sns에 자랑으로 올린글...,0.3333333333333333,0
UgyIpoIVCi8TLhDwDNh4AaABAg,💙이재명 20대 대통령🇰🇷👍   💙이재명 20대 대통령🇰🇷👍 💙이재명 20대 대통령🇰🇷👍   💙이재명 20대 대통령🇰🇷👍   💙이재명 20대 대통령🇰🇷👍   💙이재명 20대 대통령🇰🇷👍   💙이재명 20대 대통령🇰🇷👍  💙이재명 20대 대통령🇰🇷,0.0,0
UgxC6SLLle3sjTSrAd54AaABAg,내가 보기엔 우크라는 무기나 군인 수 보다는 싸울 줄 아는 지휘관이 더 절실한 것 같다~,0.0,0
UgzvGAXLtohqvYkTv7V4AaABAg,단일화한 안철수를 팽 시키다니 ........ 윤석열 이준석 김기현 참 어의가 없습니다 .......,0.25,0
Ugxxwd7W9GJfONoL0ed4AaABAg,대통령 잘뽑아야 한다...잘못 뽑으면 나라 망한다...ㅉㅉ,0.2857142857142857,0
UgyyqQS-exVFlradfRh4AaABAg,돈바스와 흑해 연안읗 이어주는 화랑이 연결되면 러시아는 목적을 달성한게 됩니다우크라는 항구를 잃게되면 국가의 미래가 암욿해집니다  이게 목적이었군요 흑해였네요,0.0,0
UgyVunNG8Yr5-sq73oV4AaABAg,러시아 무기 거의 고갈시키는 거 아닌가요?,0.0,0
UgwHhfA9kWKVCT7DiBl4AaABAg,"러시아 힘내라, 얼마 안남앗다.",0.3333333333333333,0
UgwIGfCJfClAE5kyouV4AaABAg,러시아만세 푸틴만세,0.0,0
UgwEXlrVlt78VGx406B4AaABAg,마리우풀을 점령해도 상황이 좋아지진 않습니다. 왜냐하면 라스푸티챠가 오고 있고 애초에 러시아군은 보급 능력이 엄청 떨어지는 곳이거든요. 그것도 소련 시절부터... 지금와서 해결될거 같아요? 아뇨.,0.0,0
UgxoeTNkIlQ9uZrBwzJ4AaABAg,무기 재고정리 하면서남의 나라도꿀꺽 하려고욕심이 과하면얻는것도 있겠지만러시아 경제가폭락해서폭삭 망하길 바람,0.0,0
UgzNR_OaQs6nbr-gh9l4AaABAg,민간인인가???총을 들면 군인이고 그렇게 하지 않아도 게릴라이지 않은가..우크 국민은 스스로 전쟁에 뛰어 들었으니 군인이 된거다. 민간인이러 하지 마라,0.0,0
UgxJjPE_HrOHH0mhjGJ4AaABAg,시민들하고 민간의용군들이 싸울수 있게 한국 정부에 총이라도 몇자루 지원해달라 하는것도 한국 정부에서 거절하고. 에라이~,0.0,0
UgxXOuo9SplnvB7xVOJ4AaABAg,어나니머스가  러시아 좀 어떻게 안될까 무자비한 푸틴 세력을엉망으로 분열 시켜서 폭격좀멈추게 했으면 좋겠습니다 🙏,0.0,0
Ugzha0ffyi4vsrIo0UF4AaABAg,이게 진짜 2022년도에 일어나는 일이 맞냐,0.0,0
UgwVCByipRr4zm1hPad4AaABAg,이제 서방 유럽과 미국이 답을해야한다 자유와평화을위해 우크라이나 🇺🇦 을 도와야한다,0.0,0
Ugze6obhTbVLfLxo7GN4AaABAg,자주국방의 중요성....국력을 키워야 하는이유...,0.0,0
UgxSCf7ueTVJb4FscJV4AaABAg,전세계에서 푸틴 목따는 참수특전단 모집해서 실행할 선수 급파하세요 바이든 뭐하세요 빨리 빨리 부탁해요 🙏,0.0,0
UgwkD3i6e09YkLmOgjd4AaABAg,제대로 싸울 힘도 없으면서 왜 러시아를 자극하여 전쟁터로  만들었을까? 전쟁에 이겨도 쑥대밭이 된 국토는 어쩌라고.....ㅠㅠ,0.0,0
UgyaJyd9AtwYpyFt4aN4AaABAg,"지금 러시아 관련 사태는 가능한한 푸틴 개인의 문제로 보는 것이 좋다.

러시아 국민들에 대한 반감, 러시아라는 국가에 대한 반감은 좋은 생각이 아니다.


사실, 러시아 국민들은 전쟁에 대한 아무런 생각이 없었는데, 푸틴이 그것을 선동했다고 보여진다.

전쟁에 참전한 러시아 병사들은 얼마 안되는 돈을 받고 목숨을 걸어야 하는 상황에 노출되었으며, 심지어 그들 중 일부는 실제 전쟁을 하는지도 몰랐고, 훈련에 참가하는 줄 알았다고 한다.

자신의 어머니에게 전화하는 모습도 인터넷에 돌아다니고 있다.


어머니 입장에서 자식이 전쟁에 나간 줄도 모른 상태에서, 그 자식이 목숨을 잃게 된다면, 그 심정이 어떨까?


이러한 상황을 의도적으로 만들고, 방관하고 있는 전세계의 공공의 적이 바로 푸틴이다.


푸틴은 여론을 의식해서 러시아 병사의 죽음에 대해 어느정도 보상하려는 시도를 할지도 모르지만, 죽음은 어떤 방법으로도 보상이 불가능하다..

어차피 푸틴은 러시아 병사의 죽음에 대한 손실을 최소화하고 싶을 것이다.

푸틴 자신의 가족이 아니기 때문이다.

푸틴은 러시아 병사들을 사람이 아닌 그저 도구로 사용할 뿐이고, 이는 이미 명백히 밝혀진 부분이다.

*

푸틴은 멈추지 않을 것이다.

그 이유는 멈출 수가 없기 때문이다.

푸틴은 계속해서 겉으로는 평화를 말하고, 실제로는 전쟁을 추진할 것이다.


우크라이나 대통령에 대한 암살 시도, 기습 공격 등도 수단과 방법을 가리지 않고 시도할 가능성이 높다.


이 모든 상황은 결국 푸틴이 사라져야 끝난다.

지금 세계는 푸틴이 언제 사라져도 이상하지 않다고 느낄 만큼 여론, 대세가 기울어졌다.


이제 남은 질문은 ""어떻게 하면 최소한의 피해로 최대한 빨리 푸틴을 제거할 것인가?""에 대한 부분이다.

이 문제에 대한 궁극적인 열쇠는 러시아 국민들이 가지고 있다.",0.0,0
UgyhMpmegDiAtkiiGf14AaABAg,진짜 혼자싸워? 의용병들! 우크라이나 국민들과 의용군들!감사하고 존경합니다!나토를 믿는 우크라이나인들!진짜 이건 그냥 딱 버려진 왕따 보는 느낌!러시아가 왕따가 아니라 우크라이나가 국제적으로  왕따당하는 듯한 느낌은 나만의 느낌?그래도 버텨라끝까지 버텨라,0.0,0
UgwCho-ELASOAWDPO_94AaABAg,크림반도는 주민투표에 의한 정당한 합병임.불법이 아니에여,0.0,0
UgwW_hDHe61gayNkQv94AaABAg,키예프 함락 얼마안남았네,0.0,0
UgyPIQD6qEIy1AG91p54AaABAg,푸틴 화이팅 푸틴지지자도 있다는걸 잊지마세요!,0.2,0
Ugwct_Ya5M9jM8logdt4AaABAg,푸틴아 빨리 끝내라 어짜피 서방국가 우크라이나 안도와 줄거고 100프로 너희들이 이길껀데할려면은 빨리 집단 폭격해서 항복받아내고 끝내라 지긋지긋하네,0.0,0
UgwZyHKSeBdFIp-2j3d4AaABAg,ㅋ 미국 맛갔네 국제 사회에서의 영향력은 예전만 못하겠네 뭐 스스로  자초한면이 크겠지만 우리도 미국의 그늘에서 벗어나 지주국방을해야한다,0.0,0
Ugw-i3fVvDNdxzniMPJ4AaABAg,"민주주의? 국민의 180석과 조국장관의 희생을 버린 당, 꼴값들떠는 각종 기득권망상을 탓 할까? 여야 기득권욕망의 각색? 시건방까불어봤자, 자살율1위 줬다뺐는 최약자기초수급노인연금 공약조차 쌩까고,😒도둑놈들과는 협치타령 했으나, 재차 공약했다면, 역으로 25만표차 승리 했을 것. 2년여 매일같이 외쳤건만---😇어떻든별일아니고, 스스로깨는 시간속에 국민의시대도래는 확인됐고, 현실공동체의 사실,객관,진실에의 의지를!🍀  꽉꾹 다져진 민주주의!!🌳",0.0,1
UgyncILn2Jux_iX2P0t4AaABAg,비탈리 클리치코 쟤네 복싱 챔피언 인데.. 저기서 왜 나옴?,0.0,0
UgyUMBiEpLGCZvIfId54AaABAg,스키야걍    항복  해민간인 이   먼   죄가있냐?버틸게    따로  있다답답해서   미치겠네 바이든  도지켜만   본다이,0.0,0
Ugz1U4tbKeSmHtaE-hB4AaABAg,"얼릉 항복해 그냥... 코미디언 대통령이라 외교감이 너무없내...
거 앉아 주둥아리 나불된다고 러시아가 돌아가겠냐?
미국나토 배째면 눈치껏 알아서 항복해야지 머하는건지... ㅉㅉ",0.0,0
UgwR3NfffAE5xF1SmVl4AaABAg,우크라이나로 들어가는 지원물품 대부분을 러시아군이 중간에서 가로채서 사용한다고 하네요.,0.0,0
Ugwy_6VXQSVpTjFpQlB4AaABAg,유럽과 미국은 뭐하냐 ㅜㅜ,0.0,0
UgyWAAABMLvpMAORm014AaABAg,윤석열 보내라,0.0,0
Ugx-4E1Y-wkINerU3QJ4AaABAg,"젤렌스키아 니 결정, 니 말 한마디 때문에 수많은 사람들이 싸우고있다 너도 나가서 좀 싸워라 아주 안전한데서 조둥이만 털지말고",0.0,0
