commentID,comment_text,hate_instigation_level,hatespeech_or_not
UgziXxkK8vjeHvMbNfF4AaABAg,"As a life long democrat, never thought i would one day be agreeing on something with Fox news. We are watching our country’s biggest strength, which is the value of dollar, diminish under this administration. Moral values are to be upheld but if u say one thing but ur actions don’t back it up then u are just making enemies for no reason without any benefits.",1.0,0
UgwBgkNNdQBycF50AWZ4AaABAg,"Hello please how does this bitcoin and crypto thing works...I’m really interested, how do I go about investing",0.0,0
UgxxnZuhboWRmyktuU54AaABAg,I know what it means for Canada… $$$$$$$$$$$,0.0,0
UgyA3JnfO1yhMoSRISp4AaABAg,I mean let’s face it. The American dollar isn’t worth anything anymore. Especially with the old man messing up the entire economy.,1.0,0
UgxUqRruBqYUhhLrCX94AaABAg,I'm happy Saudi Arabia is doing this. This is the end of USA's hegemony.,0.0,0
UgzwnFEXuuDwEs94vB54AaABAg,"Inflation rose faster than my salary, this President failed at his job.",0.0,0
UgzSFuxcpexh_6MC5Hd4AaABAg,"Joe Biden has no common sense, he does not understand that if he does something that's going to be repercussions he never thinks of the repercussions that is definitely not a leader for this country or any country, who is advising Joe Biden, not people that love America and the American people",1.0,1
UgwQYR36SzDixlrMwKR4AaABAg,THAT IS THE BEST THING THEY CAN DO,1.0,0
UgxTsugzw8RDKbRUjyd4AaABAg,The Saudi's  are just being typical Arabs going where the money is without any  consideration for any other loyalty .,1.0,0
Ugw20TJjAmHK2zQH9rZ4AaABAg,The Saudis will join Russia and China in the end.  Biden never should have given prince moral lecture unless he was in private with him or prepared to start trade war with.  Why you would insult someone you depend on for so much is beyond me.  If your a professional leader buying 18 billion dollars of precious energy from leader every year you may want to save your objections to his behavior for private and word them carefully…. I suppose Saudis never really our friends to begin with but the timing with oil is bad,0.3333333333333333,1
UgxUpeip4r7WbpfUCpF4AaABAg,"US getting humiliated left,right and center.",1.0,0
UgzuVk91zdF1QUmrkVl4AaABAg,"l recommended you all to a professional broker to you guys sometime ago, can I get person who invested with her comment belowlet's gooooo",0.0,0
Ugy5wXibEa_LfqMF7M54AaABAg,👋Hello Mrs Jane is legit and her method works like magic I keep on earning every single week with her new strategy,0.0,0
UgzijkRvt8nEHvnkK3t4AaABAg,A man begging for new ideas has none of his own. Yet expects to be in a leadership position.,0.0,0
UgykEwXuFIIykXsMsml4AaABAg,"He said “we” have got to win this. Who are we? Why is America being fully inserted in the situation? They should be a liaison between the two countries and help them establish peace, not determining who needs to win or lose.",0.75,0
Ugyq_iPR-pw3XpWAN3x4AaABAg,How about paying people back every dime we put into social security  ?,0.0,0
UgxWroyeofYcub3Bm154AaABAg,I wonder what Scott thinks of John Kirby (another ex Navy guy) spinning for Biden,0.0,0
Ugzqd9jfenqQvyUg2xx4AaABAg,It's AMAZING how Gotham Cities arch enemies are sitting in the White House !!!! The Joker and The Giggler .... BOTH have embarrassed not ONLY themselves BUT our country on the GLOBAL STAGE !!!!!   WHAT A TOTAL EMBARRASSMENT,1.0,0
UgxnKMyfzoymfM4njWV4AaABAg,It’s PAST time to give Ukraine the real weapons they need.,0.0,0
UgygwPsGpzQwVQ3uK6d4AaABAg,Rick Scott has one of the top 100 intellects in the US Senate.,1.0,0
UgxGwbjH9x3UJaB_JkZ4AaABAg,Scott is the last person to be giving advise on anything....period,1.0,0
UgwdBmngca7d57k01MR4AaABAg,"Scott misspeaking when he said Biden needs to ""start...stop"" misspeaking is one of the greatest things ive seen",1.0,0
Ugx10rqgV2-Zr8hyahl4AaABAg,"Scott:  ""We should have given Ukraine everything they need, everything they ask for..."".  But he, along with Rubio voted against Ukrainian aid.  What the F?  Why doesn't Fox News press him on this?",1.0,0
UgxtqWktRr3RHLzQM-J4AaABAg,"Sen Scott I agree with you there are too many people taking advantage of Social Security. I am on it, but work part time and pay taxes on it even though it says I don't have to. I have neighbors that do not work that are on it and they just drain the system. It makes me mad how entitled people are. I agreed with Trump when he said the same thing. People have to pay their share there is no excuse there are people on it that can work, but don't because they are lazy.",0.0,0
Ugy6w0dGEBzmCQfuyVZ4AaABAg,"Unfair on how things have turned up to be due to the recent world crisis concerning Russian and Ukraine world war, things has been so difficult.",0.0,0
UgzJeaZuPghMeIUqa3F4AaABAg,We need election integrity first if we're ever going to have a fair election,1.0,0
UgzthXFtOrvZN2GnS154AaABAg,"When choosing a leader, pay attention to his eyes. ESPECIALLY ON THE EYES
See through it. On through. Try.

But why experiment if there is already a leader who has shown himself well? I'm talking about Trump.
This is a proven leader.",0.5,0
UgyX3stqRyL-30fZxSJ4AaABAg,…as long as you do what the PEOPLE want. Democrat or Republican you guys better start doing what you are OVERPAID for!,0.0,0
UgyPIvTlN9Psg2mceEV4AaABAg,#95 in Moscow is $1.57 per gallonNeed I say more? Our politicians should be ashamed.,1.0,0
Ugxe1QXWc_zJuQkEclN4AaABAg,$7 a gallon. glory to ukraine!,0.0,0
Ugy4KWCeTrVEtzTaQiB4AaABAg,"""Nothing in all the world is more dangerous than sincere ignorance and conscientious stupidity.""- Martin Luther King Jr. - Pray for Palestine🇵🇸Pray for Yemen🇾🇪Pray for Syria🇸🇾 Pray for Afghanistan🇦🇫Let us pray for everyone who suffers🌎🙏",0.0,0
Ugz5HtROheQt0SLOs8h4AaABAg,"""We should give em more weapons"" literally means ""We want this war to continue""",0.3333333333333333,0
UgyX3abFwISpwvPZ2iN4AaABAg,A president that knew his job would be nice,0.0,0
Ugxwn8i_qsfyDmiMYct4AaABAg,Biden Is the biggest Disaster  in American History 😫   Ever.!!!!!!!!!!!!!!!!!. The End Is Near. Amen  🙏,0.0,1
UgzlWH3VvI6EDLWdHQ94AaABAg,Biden voters: Dang I should have voted for Trump Joe Biden: Dear Donald Trump,1.0,1
UgwFJoWEdY3wyyGbK1R4AaABAg,"Could this be the beginning of the war prophesied in revelation 18:2,   the fall of Babylon? Read it..",0.0,0
UgxvwdHHc6aRuQcOJYh4AaABAg,"Despite the economic downturn, I'm so happy. I have been earning $ 60,000 from my $ 7,000 investment every 14days and can proudly say that crypto investment is the future😊",0.0,0
UgzmXy52UrRY9gx5D3t4AaABAg,"Experts say even if these companies start drilling more oil wells today, it could take anywhere from six months to years for that oil to start flowing.",0.0,0
UgzKk-L3_Q4nc_MDPaN4AaABAg,How do peoples who live in apartment complexes charge their electric cars?,0.0,0
UgxEYWcCiEoBJ25Wftd4AaABAg,"How is it greener burning Russian or Venezuelan oil, instead of our own? Offer alternative, affordable and reliable energy and draw consumers to that market. That’s how fossil fuel can be phased out, by driving consumers to more attractive energy.",0.3333333333333333,0
Ugy-6FzipZLRBJf9EMV4AaABAg,"I pledge allegiance to the Flag of the United States of America, and to the Republic for which it stands, one Nation under God, indivisible, with liberty and justice for all.",0.7058823529411765,0
Ugz-SZoSgWOiQ1-yNmB4AaABAg,I pray for Ukraine 🇺🇦 !China 🇨🇳 needs to pay for the damages caused by Russian invasion of Ukraine!,0.6666666666666666,0
UgwfmgeQCYWb4IrVmbV4AaABAg,"I think every american feels the pain what's happening on a world stage with Russia an Ukraine , And asking biden for help sure look at what he has done to his own country with borders an Humanity",0.0,0
Ugz5nGiTYwmwAEJ4-ld4AaABAg,I wish someone would come out and say exactly how much money and military aid we have given Ukraine so far and then tell us what Ukraine has paid us for and how much they owe us!!!!! The American people deserve to know how much this will cost our kids and grandchildren. We owe them nothing!! If you really think about it our government is responsible for the war still raging across Ukraine because without our free military hand outs this war would have ended 2 weeks ago we are causing ALL this now in my eyes if we aren't going to actually be involved  we should NOT interfere with other non nato countries just my thoughts AMERICA FIRST we have a ton of our own problems,0.5,0
UgyQVQzaoJGSl2c6qwt4AaABAg,If everything is Electric like people want. Just think how much it will be to make a piece of toast. I don't think we realize if everyone went to electric how much electricity would cost. 🤔,0.4,0
Ugy9tQ8u1RL9sP8phUJ4AaABAg,Impeach Biden,1.0,1
Ugyusxsd1-zWqCQdffR4AaABAg,"It's no good having a 'big stick' when the one who wields it is a coward, too weak to lift it, let alone use it.",0.3333333333333333,0
UgwwCMCeIlFjZooLJ8d4AaABAg,Javelin's cost 200k per weapon. Who's paying for this???😒,0.0,0
Ugza9_vwrsdoy0SANxl4AaABAg,Joe going to lose 2 wars in less than a year,1.0,0
Ugxu2FM9YE31TtPsRMp4AaABAg,Let’s go Brandon FJB,0.0,1
UgzthI-4h0nEtS8W8HZ4AaABAg,Let’s not forget about Covid and the fact that the administration has kept emergency lockdown orders viable.,0.5714285714285714,0
Ugw6rMm3FsVhiQV9PA54AaABAg,Maybe Putin can come liberate us next from this authoritarian regime we are living under now.,0.0,0
Ugx7EnCOJ_VOEQeloPV4AaABAg,"Obama ADMITTED in an interview when prices also spiked during his presidency that he LIKED IT. He said, AND I QUOTE, ""I would prefer a more gradual INCREASE"". In other words, he WANTED prices to GO UP, just ""a little slower""",0.2727272727272727,0
UgwfH8Uci065AA8t5l54AaABAg,"Prices are set by the market (the god of references for Americans!). Imagine that tomorrow the government decides to fix the prices! Imagine the reaction of the GOP, the right-wing media.",1.0,0
Ugz7IQ0k4vT84hnjWz14AaABAg,"Prices are set by the market (the god of references for Americans!). Imagine that tomorrow the government decides to fix the prices! Imagine the reaction of the GOP, the right-wing media.",0.0,0
UgwdG6DATgvqZiWIKcZ4AaABAg,"Putin uses orthodox extremists to charge the war against West, and many of them do not forget the collapse Soviet Union or poverty after that.",0.0,0
Ugw7DSg34iwWFq32g4x4AaABAg,STATES NEED TO ACT NOW!!WE NEED STATES TO OPEN GRAND JURIES AND ENFORCE THE TREASON LAWS TO PROTECT CITIZENS OF THEIR STATES FRON ACTS OF TREASON!!,1.0,0
Ugy9eOLsYZekawqQHad4AaABAg,"The pipeline that biden cancelled last year, it was helpful for this situation if it was not cancelled? (I ask because im a bit ignorant on that specific point lol)",1.0,1
UgxER3v27Fkpq88QOvd4AaABAg,The shitz and giggles administration .,1.0,1
UgwMPAYdvAN9-X1U9bd4AaABAg,"Their response is ""just go buy an electric car!"" Like that's going to fix the cost of everything else skyrocketing 🙄",0.5,0
Ugys1dt4O0iu0Gis3Hh4AaABAg,"They do want prices high. And they want non-electric vehicles unobtainable. At least, the vehicles that non-elites own.",0.0,0
UgyPw9UBn9E2rQNjpYt4AaABAg,"To all Ukrainians, the world is with you. We're glad you showed us how brave you are. Most of the Vietnamese strongly protest the cruel invasion of Putin against Ukraine beautiful country and people.",0.0,0
UgysAMoSfBBTXPzVXNh4AaABAg,Trump always said it’s a disaster to broadcast military plans. Now u see why.,0.5,0
UgxZ-_5zXYQ9Hmg042Z4AaABAg,"Tucker Carlson, Putin's golden boy, must be enjoying his newfound popularity on Russian TV.",0.25,0
UgzP4DDBKo9Paqyw5Vp4AaABAg,Turn Europe into a parking lot,0.0,0
UgyxJzN28FZWW9uUNc54AaABAg,"Way to go US, keep on sending weapons there until the whole country of Ukraine is destroyed and millions are killed or become refugees. You did that in Yugoslavia you did it in Iraq, etc you can do it in Ukraine.",0.0,0
UgzUti1_fvL9i99A2XJ4AaABAg,"Why do not US use their resources making peace ?? More weapons is prolonging the war, and kills more people !",0.0,0
UgxeMDcvFJ0fW-8cQMh4AaABAg,Your welcome,0.0,0
UgwmYcJUkiixKlUQl3R4AaABAg,prices going up ..biden did that,0.5,0
UgzVZLGfBOoFBhWGxGl4AaABAg,I was terrified when Joe Biden was inaugurated and still am !And isn’t that when citizens started buying up guns and ammunition prices skyrocketed  ?,0.0,1
UgylXMiPoTuSOBtqtfV4AaABAg,"IT""S SO SAD TO SEE THESE YOUNGER GENERATIONS FALLING FOR THIS GOVERNMENTS BS.",0.0,0
Ugw-zV97hJjXEaN4jvZ4AaABAg,Love Gutfeld.  So happy Fox put him back on after 2 weeks.  Absolutely love Tyrus and Kat!,0.0,0
Ugwd72mIfefnWxgh58F4AaABAg,Well said. It really does seem like McCarthy is back in style.,0.0,0
UgySijXrGhJ8oI92CHZ4AaABAg,"When was Colonialist we didn't hesitate to seek help from France, why do we hesitate to help the Ukraineans, when they have asked us for help?",0.0,0
UgxfdKcBanhmhtiB22x4AaABAg,"""Every man Jack has a plan until he gets punched in the nose."" [Sun Tzu, also goes by the name of Mike Tyson]",0.5,0
Ugw8suI2Rg0LTLXEGqJ4AaABAg,4:00 “Vladimir Putin has a long history of knowing he is the smartest man in the room”Just like his best mate Donald Trump.,1.0,0
UgzjpwN1-9Yw1th90Fd4AaABAg,"A highly trained KGB agent, involved in espionage against the US for many years, just ""gets on and gets off the plane"", claims American citizenship, and he's welcome (?) ... Would Russians have let him go that easily and speak against them?... Something in this story doesn't add up, to me at least",0.3333333333333333,0
UgxgkKKbtThas6QwNuF4AaABAg,"He is for ever still a Russian SPY……!!,",1.0,0
Ugxiw47kWdK911WXvvx4AaABAg,"He’s declaring his allegiance, heart and soul. Let him",1.0,0
UgyA1Gzhoi5DNmBeyvR4AaABAg,His droopy face shows the stress and pain this man must've endured.  God bless America...,1.0,0
UgxtNfdZOIQGw96qBQ54AaABAg,I heard the President of the Russian Federation say that he wanted Ukraine to be neutral like Sweden and Finland are.I have not heard him say that he wanted to reestablish the Old Soviet Empire. If anyone has seen or heard that I would like to have a link to that information.,0.0,0
UgyxAuZHWRqjxRLK-iR4AaABAg,I wish they make a movie about his life to be played by the great actor Liam Neeson.,1.0,0
Ugwa4LDhzs7tjo5X0jx4AaABAg,"If this guy's life is made into a movie, for sure cast Liam Neeson!",1.0,0
Ugx3-1o659a3dFzGC8Z4AaABAg,"Jack Barsky is a loveable spy. We all want to trust him, but he is a Soviet Sleeper cell. He speaks nice English, spouts what Yankees want to hear, and is ready to slit our throats.  What a dear sweet product of the Soviet Union.  I love him.",1.0,0
UgzYXyHxpK7TKishRbp4AaABAg,Little do we know he’s still undercover lol,0.0,0
Ugz0_Egmr84gsgfevfF4AaABAg,Make americans fear their neighbours only a guy as smart as Putin could come up with that plan.,1.0,0
UgzutcEr2IWpFogi6rx4AaABAg,"No such thing as an ""EX""-КГБ agent! Give me a break.",1.0,0
UgxvliLD5CsDIA9RGUB4AaABAg,"So, I'm supposed to be dumb enough to believe anything a life long KGB/CIA double agent says?  Yeah, I'll pass on that.",1.0,0
UgzYvHWzVKam4rG7Af94AaABAg,"So, basically, he doesn't know anything more than the rest of us about what Putin is thinking.",0.0,0
Ugxrph_crnAKpPctOhJ4AaABAg,Someone needs to come forward and get the rightful man in office before they do something that can't be undone,1.0,0
Ugwb8xdDs54F73ojcvd4AaABAg,"Sorry, where and when  did  Putin say something like this about Ukraine that it is not a sovereign country? Either you are deliberately spreading this fake information either it is interpreted deliberately wrong. Ukraine is considered to be a sovereign country.  But in Ukraine majority of people are of Russian nationality  and only  minority are "" true"" non- Russian nationality. Even 150 years ago the nationality ""ukrainian"" did not exist officially.  Americans do not know the history  of Ukraine, otherwise they would find out that Ukraine as a state or republic was created by Lenin after Russian Revolution.  If you want to check it even without reading any book of History of Ukraine just Google any OLD map of Russian Empire ( not made in 2000 by Ukrainian nationalists) but real old  before revolution 2017 and find if Ukraine ever existed before on the map of Russian Empire.  So Putin was saying that we ( the Russians)  are one nation with Ukrainians meaning that today's  Ukrainians are "" made"" of yesterday's russians. This is historical truth. More to it , modern Ukraine, when formed by Lenin, consisted  mostly of pure Russian territories and people, and then areas of Donbas  were  added even  later and Crimea was added by Chruschov much later,( somewere between 1950 and 1960 ) during USSR.    So Putin always sad that we are one root and one nation and without each other its difficult for us to prosper and protect ourselves, so we should always stay together.  This is what Putin was  saying many times and meaning that we are like one family. And look how it is twisted and deliberately presented here to make Americans think that Putin does not recognize Ukraine as sovereign country and wants to re- create USSR. This is such a lie.",1.0,0
UgzIicnYqm8UfPtmHiR4AaABAg,Speaking excellent English !,0.0,0
UgxVo3UY6CEdo_wcQAt4AaABAg,"This former KGB guy did not mention NATO expansion as a reason for Russia to protect itself, though Russia kept saying about it since 2008. Just saying, Putin is a bad guy.",0.4,1
UgxxPxEzmuSUlUQaj4V4AaABAg,Why is this man revealing his identity?  that seems dangerous.,0.0,0
UgyW8cXFR_5vUAa5wQp4AaABAg,Why on earth is this man saying anything?  Makes no sense at all. Isn't it dangerous for him?,1.0,0
Ugyuu9fMu4EblIgvG0B4AaABAg,Wow!!  Excellent interview.  Excellent guest!,0.0,0
UgwFFWehqxgYERzjla14AaABAg,"do you know how much the US and the EU are supplying weapons to Ukraine, how many billions of dollars have already been paid and how much more Zelensky is asking for?Do you know how much money is being taken out of Ukraine? On the border of Hungary, the wife of the former deputy of Ukraine Anastasia Kotvitskaya had $ 28 million and 1.3 million euros in her suitcases, which she had to make a declaration.They don't invest their money. Do you think where Zelensky, Klitschko, Avkov, Aristovich, Turchinov are now? They are not in Ukraine! They are not sitting in a bomb shelter! Please tell me, does anyone from the mega super stars of America and Europe have billions of dollars, villas in different countries of the world? Zlenisky is on the list of the richest in Ukraine. He has $ 1.2 billion in Dresdner Bank Lateinamerika in Costa Rica, real estate: a villa in Miami for $ 34 million, Forte dei Marmi (Italy), Russia, the Crimean peninsula and this is what is known. Another $80,000 went to buy jewelry from the Graff jewelry house. And this is a man who was not a super star in his own country, in order to receive such fees, first Igor Kolomoisky paid him so that he would ridicule the Russian people.",0.0,0
Ugw8pVvAVhbVdjAgkNx4AaABAg,“Russian-born” Proceeds to emphasize He was born in Germany.,1.0,0
UgwybM4YbLppqQtMqLV4AaABAg,1 million Iraqi civilians died.  Let's stop the propaganda and stay out of this conflict,1.0,0
Ugygoy9a6cLpwTCDpph4AaABAg,Agree on all.,0.0,0
UgxKXj1NImyI6Xi1k-t4AaABAg,All the people who voted for that thing basement creepy hidden are responsible for  killing of people in Ukraine 🇺🇦 and Afghanistan 🇦🇫. That's to Brandon,1.0,1
Ugw7_NB6eWQ50u0NQpZ4AaABAg,Beautiful work Kevin. Thank you for your annalistic view. Love it all. Thanks FOX,1.0,0
UgxoQ5vVD1wXtvMEu8p4AaABAg,"China, Russia & Iran are American enemies, BUT biden ALLIES!!!",1.0,1
UgxFJlq5Qqnwahqsieh4AaABAg,Congress it’s time to impeach and vote Biden out with a vote of no confidence,1.0,0
UgyBwPHa6bhJ9x8K-C54AaABAg,"Germany has suddenly woken up..... Its good to see.""Appeasement is like feeding the crocodiles in the hope they'll eat you last"".Winston Churchill.",1.0,0
UgzhKxZ4Q9YXmH-vcfV4AaABAg,"He needs to be the next Speaker! If he isn’t the Republican will not move forward but more importantly, America will get deeper in trouble.",1.0,0
UgzTKeeGXTsiNribO1J4AaABAg,I think we can turn this around if Biden was legally removed from his leadership position.  I think he’s a detriment to our national security.   And that contributes to international security,1.0,0
UgxqhVmC3PVqhjS9xwh4AaABAg,"Kevin McCarthy says something one day and the complete opposite the next day. One day he says Trump is responsible for January 6th and the next day he says he's not. One day he says Trump should be put in prison and the next day he says he shouldn't. Give me a break. McCarthy has been the weakest party leader I have seen a long, long time.",0.0,0
UgzcUT86-qpDfAMyVyl4AaABAg,Last thing Russia needs is more real estate to defend!,0.0,0
Ugw93Lc_HsCStzMhyod4AaABAg,Let's make it 3 wins for Trump in 2024 and down with McConnell and McCarthy! We need real men in office!,0.3571428571428571,0
UgxP2RG2rXW3CixxD6V4AaABAg,McCarthy is all talk and no show. We need stronger Republican representation.,0.5,0
UgzdHrhCh4DIFWQtcDB4AaABAg,Remember when Trump used to ask why we can't be friends with Putin?,0.0,0
UgzEQUme75iOdN4cTc54AaABAg,Russian foreign ministry claims documents and evidence of DOD funded bio weapon labs operating in Ukraine will be presented to UN.,0.0,0
UgzVdS-BIgrRRvfZgIB4AaABAg,SOMEONE WAKE BIDEN UP FROM HIS 20 HOURS A DAY SLEEP AND TELL HIM AMERICA IS SUFFERING AND THE WORLD IS AT WAR!,1.0,1
Ugyl4Nxgv_kuVttfzt14AaABAg,That´s very rich.  suppose the man has no idea that 45 was serving Putin´s wishes on his plate during his presidency.,0.0,0
UgyRDj8mNODongZzEAF4AaABAg,They are accepting clothing donations not just money. Send clothing to: Marion Helpers Eden Hill Stockbridge MA. 01263 attention: Clothing for Ukraine,0.0,0
UgyOVbLWVcDKNwjlmDR4AaABAg,We wouldn’t be in this situation if we call out all these old farts treachery and abuses,1.0,0
Ugz4fTfavXblxhvv5FV4AaABAg,"What if we had moved the arms left in Afghanistan to Ukraine, would Russia have invaded.",1.0,0
UgxFGCfLbH_EMb-GPVB4AaABAg,Whether it was the first  of January or the 20th doesn't matter. The military NOW has full control of the country and Trump is the commander in chief of the United States!  Sleep Tight tonight!,0.0,0
Ugy81xQ1WHxosqU1rbd4AaABAg,"Why is American politicians are not working for them domestic and interna issues , stopped involved in other countries interna, domestic affairs .",0.0,1
UgwlBwFGn3FV7DqU9cp4AaABAg,You rinos help the left in this sorry mess,0.0,1
UgwmrmeS9tn2_q4_ku94AaABAg,“Blah blah blah” is all I hear from these idiots at Fox News,1.0,1
UgzHyyuF_CR9qDbodeV4AaABAg,"""If you've been watching the news, you know that Putin is having a border dispute with a nation called Ukraine...""  --Tucker Carlson",0.0,0
UgxA6g8LpXnET0uACP54AaABAg,"China is evil, just in this century they haved invaded Iraq, Afghanistan, Syria, Libya, funded terrorists and genocides. If nothing is done they will fo the same too Taiwan in the name of upholding democracy and freedom.",0.5,1
UgwRWVxmUW_awj2gPrx4AaABAg,"Chinese history is complicated. China and Russia aren't nearly as close as many might assume. There have been border issues for more than a hundred years, including the annexation of much of Manchuria by the Russians in order to access the Pacific Coast. As well, there's a great game between China and Russia going on in Central Asia for influence. China will welcome a weakened Russia, particularly given that China's naval strength is burgeoning and will continue to do so. Recent rapproachment between China and Russia don't tell the full story.",0.0,0
Ugzc4EO3Y_PoJbPFef94AaABAg,Congratulations President Biden on the highest rated SOTU speech in American history!!!!!!!!!!!!!!!!!!!!!!!,0.0,0
Ugyb2NZWa-ERnTIXOhZ4AaABAg,"Dear Chinese Gov. Just because Biden is a paper tiger bear in mind, the American people are tougher than you can imagine.",1.0,1
UgxJ9VYIXVuS9yiCovp4AaABAg,"Didn't this guy say China is going to collapse like 10 years ago, and every year after that?",0.0,0
UgwA9a1dSd7SkpkSdbp4AaABAg,"EVERY COUNTRY IN THE WORLD SHOULD NATIONALIZE THEIR CENTRAL BANK. NOW, IMMEDIATELY!!!",1.0,0
UgzLvsjPWhTqjieEbm14AaABAg,Fox news is losing my support.,1.0,0
UgwlHqDJe5Bgso70mCp4AaABAg,"Gordon, the man who always wronged",0.0,1
UgyCvh5GNayzRsxaB1h4AaABAg,"Hopefully Biden will not tell the Chinese and the world at large what he will and won't do for Taiwan ahead of time and see if he can expect a gracious response from another ruthless dictator.  Somehow , I have my doubts as Biden administration has a flatlined learning curve that is starting at a very low level to begin with.",1.0,0
UgyO88sva-EWGgFO9D14AaABAg,I hope and pray China please take Taiwan. And Russia full take Ukraine.,0.0,0
Ugx6pW-nLZGQCb-Nmph4AaABAg,"If Brandon sends Kamel toe to negotiate with China, then for sure they will move into Taiwan and we will pay for that as well",1.0,0
Ugw0vOYB0WcB9MdFBhd4AaABAg,"It could be that Russia and China are cooperating behind the scenes. China could help Russia through the economic dry spell caused by the international sanctions, and China could become a helper in the economic reconstruction of Ukraine (as is already being done in many African states where both Russia and China intervene). On the other hand, Russia could support a subsequent Chinese invasion of Taiwan.",1.0,0
Ugwvo_9puBE7mlNa1Vl4AaABAg,I’m sure China is super worried about Anthony “no backbone” Blinken.,1.0,0
UgznKn0n4L5YO75CoCZ4AaABAg,Our strength  issue should be a short term problem.  Biden is as sharp as a bowling ball.,1.0,0
UgwvJxo2Z7XM9Et2KJZ4AaABAg,"People in Taiwan overwhelmingly identify as Taiwanese. Much like the ethnic Russians in Luhansk and Donetsk, who in 2014 declared independence from Ukraine. But the US sided with Ukraine and did NOT recognize their independence. Will the US do the same with Taiwan and side with China?",0.0,0
UgwkcoRXBltqv5jdOaN4AaABAg,"Senior Journalist/Lawyer Gordon Chang is always correct in his sharp criticism about the world situation, especially China and South East situation. He pointed in the past that South Korean President MOON JaeIn might be an espionage agent of North Korea according to his overall pro-North Korean activities. Now a Hon. Prosecutor General of South Korea YOON SokYol is elected President of the South, and he promised enhanced Korea-US ties and strong anti-North Korea over the national security issue. Probably Mr. YOON put MOON in jail for his excessive pro-North Korean activities and his followers.",0.0,0
UgxOmE7mXeno2-I-m6N4AaABAg,"The United States isn't weak, we just currently have corrupt politicians and a presidential administration who are willing to sell their vote to the highest paying lobbyist and foreign government.U.S. elections have consequences across the world and stolen elections appear to have even more serious consequences",1.0,0
Ugx4e0GjJcVgdRih9OB4AaABAg,The time is very danger for USA if they support both Ukraine and Taiwan..then the picture of USA must be changed and the map will be redrawn..,0.0,0
UgzdblFBnR8eQM42Odp4AaABAg,This guy Is living in a fantasy world. Lol China is the world's economy 🤣,1.0,0
